1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
15 28 27 1 0 20 12 0 11 21 16 32 0 79 0 2 0 79 80 95 46 0 70 38 15 0 37 0 67 0
19 41 36 0 13 36 0 50 59 80 0 0 0 0 0 41 0 0 77 6 66 0 46 84 59 57 83 1 0 43
67 48 6 54 86 20 0 0 34 53 22 0 50 0 0 81 0 0 86 67 82 0 66 62 80 0 0 43 3 86
2 84 93 0 46 93 0 0 17 0 6 3 0 70 0 13 0 49 15 79 43 0 84 43 40 0 32 58 4 0
60 73 87 83 0 68 78 0 77 53 53 69 0 0 0 18 0 0 0 33 0 0 30 66 53 0 0 0 1 22
31 24 2 0 44 29 74 0 23 6 6 24 15 7 0 65 0 70 39 80 22 0 67 9 58 0 81 14 68 80
91 89 30 52 50 7 0 0 95 0 73 30 0 10 81 55 0 0 47 69 7 0 67 58 38 0 0 27 0 53
10 43 62 0 22 89 0 0 23 42 0 61 18 40 0 5 0 0 0 32 16 0 71 91 43 0 72 51 0 19
78 43 96 0 63 3 0 0 98 0 20 4 0 50 0 59 0 0 22 60 11 0 0 68 85 0 86 6 89 90
30 33 74 43 15 11 0 82 20 0 38 10 29 54 0 2 0 0 3 63 90 0 43 0 50 58 0 62 0 16
63 59 50 0 24 95 82 0 35 43 88 55 0 60 0 94 0 0 0 23 57 0 97 23 76 0 49 7 45 0
7 26 35 0 0 52 0 0 39 41 92 0 0 0 0 10 0 0 7 86 28 0 95 18 64 0 21 0 8 54
18 50 52 46 25 16 40 0 98 0 0 44 0 82 0 23 0 33 71 81 0 0 97 22 7 0 35 0 24 77
0 36 82 91 34 0 63 0 78 0 45 0 0 0 0 68 0 0 40 35 0 0 63 2 14 0 61 0 0 72
97 2 1 67 78 25 0 0 9 2 97 0 0 85 92 95 0 50 28 0 29 0 79 80 30 0 46 28 35 89
57 92 0 66 33 47 81 0 78 0 28 0 37 0 0 87 0 94 0 65 84 0 80 74 17 0 14 54 35 9
95 0 59 0 93 79 0 0 41 0 13 0 0 0 72 57 0 0 0 58 46 0 78 64 63 0 47 96 70 0
29 53 54 47 92 94 43 0 66 42 0 18 0 84 0 75 91 65 94 24 59 0 54 34 79 0 0 21 59 34
1 81 97 18 64 0 96 0 23 0 73 0 0 0 0 88 0 1 40 70 54 0 63 69 3 0 0 68 89 83
16 33 85 36 75 0 79 0 12 71 7 76 24 17 0 2 0 0 0 90 0 0 0 40 5 0 0 0 0 99
46 24 74 97 21 59 81 0 54 28 70 0 17 0 0 50 19 0 25 94 67 0 95 66 31 0 12 0 0 36
80 80 38 72 85 0 91 0 97 0 58 0 30 0 0 28 0 0 0 14 0 0 34 56 0 0 71 0 0 6
12 7 89 74 84 92 0 0 87 0 10 54 0 74 0 6 0 0 0 87 71 0 15 2 18 0 0 0 0 39
9 99 96 0 11 64 39 88 29 97 48 37 0 55 0 0 0 0 91 3 0 0 44 31 0 21 19 0 37 26
52 73 64 0 0 80 53 0 45 0 88 38 0 69 0 53 0 0 0 59 97 0 59 23 0 0 0 0 0 0
73 73 3 0 44 59 24 0 0 0 78 0 74 0 0 88 0 57 44 81 99 0 0 83 5 0 85 0 89 89
86 78 41 30 59 9 91 0 36 72 77 26 0 96 0 87 0 58 0 37 80 0 28 87 52 0 37 17 72 5
24 0 33 0 93 9 98 0 89 89 67 0 0 0 0 55 0 0 66 80 66 0 80 72 84 0 0 16 5 64
17 32 98 85 0 17 0 0 30 0 0 0 0 0 0 2 0 0 11 42 0 0 13 63 39 30 0 0 0 59
32 76 0 0 63 0 0 0 62 31 92 5 0 63 60 71 0 16 21 49 89 0 44 39 0 0 0 0 83 59
32 11 0 0 0 0 0 0 82 83 0 67 0 26 0 17 0 0 0 18 0 0 74 76 41 0 49 0 0 0
61 33 35 0 69 0 0 0 78 64 38 0 0 0 0 6 0 0 43 67 70 0 30 84 23 0 23 37 25 10
52 87 0 71 17 0 0 0 11 0 0 71 0 6 0 78 0 0 0 9 74 0 72 22 0 0 74 0 13 0
36 60 99 90 0 36 0 0 29 0 6 46 0 76 0 11 0 66 49 66 82 0 56 26 26 0 47 95 0 65
76 0 34 0 66 23 86 0 81 35 48 88 0 0 0 35 0 0 0 88 53 0 27 74 55 0 0 47 0 54
0 96 42 0 0 92 29 0 52 74 96 0 0 0 0 0 0 0 11 37 0 0 67 0 53 0 0 0 0 81
82 24 17 49 59 15 0 0 81 0 36 0 0 59 0 44 0 0 0 48 71 0 61 2 16 0 0 57 0 39
91 3 42 0 0 45 80 0 27 41 57 0 0 0 0 49 0 8 66 89 18 0 72 0 58 0 0 6 0 57
91 61 49 0 0 55 26 0 46 0 26 9 0 20 0 43 0 95 0 76 0 0 38 10 81 0 39 0 0 20
50 0 99 0 24 15 21 0 19 0 26 0 0 0 0 49 0 0 91 39 53 0 0 20 3 0 0 80 99 72
4 60 50 18 8 54 66 0 49 0 96 0 0 0 0 0 0 0 73 0 94 0 50 43 85 0 82 88 65 49
52 0 18 22 0 21 96 0 5 0 0 0 0 0 78 71 0 95 66 45 5 0 31 78 8 0 18 88 0 0
57 66 6 91 6 11 18 0 30 0 68 89 5 1 47 87 0 0 0 10 60 0 5 45 0 0 59 50 0 25
78 51 95 65 20 96 2 0 52 6 29 0 0 0 0 0 0 0 0 91 71 0 86 0 0 0 80 0 25 76
82 1 69 0 0 0 0 0 1 57 42 0 0 0 0 22 0 0 15 31 37 0 48 15 0 0 73 76 0 62
38 27 89 70 87 99 0 0 2 0 12 10 22 94 0 36 0 29 31 95 0 0 38 39 61 0 0 0 0 34
24 30 19 0 9 26 0 0 67 0 18 32 85 60 0 73 0 8 89 84 54 0 39 0 16 0 47 3 54 0
47 0 31 0 16 0 0 0 91 0 29 0 0 0 96 19 0 98 0 11 14 0 0 88 24 0 46 95 0 0
34 10 0 0 0 0 0 0 26 16 18 3 0 12 82 18 0 0 0 46 62 0 45 0 0 0 54 10 0 27
0 29 26 0 85 74 0 0 24 0 79 6 0 8 0 54 0 86 0 0 0 0 79 89 0 0 0 0 11 38
50 83 60 79 93 85 0 0 61 19 33 0 0 0 53 31 0 0 1 66 19 0 93 66 0 0 0 25 92 77
42 35 68 0 83 64 36 0 11 88 96 0 27 0 0 79 0 0 0 68 46 0 65 67 13 0 45 70 30 84
33 44 62 0 95 79 0 0 87 0 80 51 0 12 49 56 0 38 40 94 0 0 28 7 83 0 40 0 0 0
35 19 0 0 91 67 0 0 99 40 1 0 91 0 0 37 0 0 18 55 31 0 53 55 0 0 49 0 0 73
0 0 19 0 0 9 0 0 2 0 7 0 0 0 0 32 0 0 57 37 0 0 72 17 80 0 15 42 0 0
79 46 38 4 79 0 33 64 27 0 0 0 0 0 0 60 0 75 0 90 7 0 76 0 0 60 0 48 23 1
30 51 2 56 96 22 96 0 6 41 2 26 73 18 0 67 0 69 68 72 27 0 46 96 18 0 2 83 0 39
85 42 3 81 53 23 0 0 4 0 73 0 0 0 0 0 0 0 63 39 29 0 98 56 48 0 47 75 0 76
30 5 84 28 4 99 82 0 10 70 7 5 53 62 0 59 0 0 78 9 14 0 0 56 67 0 41 6 45 16
51 34 0 0 41 19 0 0 96 0 60 38 0 75 99 41 0 24 0 64 73 0 76 95 0 0 0 48 83 17
0 48 0 85 86 0 0 28 84 0 63 61 0 40 0 0 0 0 0 0 0 0 0 96 50 58 78 0 13 0
70 15 22 93 37 0 89 0 43 0 79 88 0 46 0 0 0 0 0 17 0 0 8 81 63 0 0 0 14 60
22 0 99 0 84 60 44 0 16 0 66 0 0 0 0 0 0 0 0 42 0 0 78 76 0 0 44 0 0 75
76 37 13 97 18 51 64 0 18 99 56 75 0 55 0 51 0 0 43 30 81 0 0 0 86 0 0 79 0 11
6 44 40 0 0 0 76 0 31 58 92 4 0 45 0 25 0 0 2 61 56 0 11 19 0 0 42 5 0 39
15 23 68 1 54 25 65 0 53 0 32 72 0 80 0 21 0 91 78 90 72 0 16 40 63 0 51 35 0 28
4 55 83 0 3 0 80 36 37 94 8 0 0 84 0 60 0 0 71 27 18 0 1 30 0 99 70 21 17 6
72 60 0 0 48 3 27 0 5 0 97 73 0 37 0 77 0 7 11 88 7 0 53 26 94 0 16 91 0 70
5 97 48 0 15 0 0 0 13 0 89 0 0 3 27 23 0 0 0 52 4 0 0 85 0 0 41 63 6 15
3 19 90 0 84 0 84 0 78 29 40 87 47 13 49 65 0 85 36 32 3 0 81 35 0 0 87 22 32 0
93 38 37 0 32 96 86 0 56 91 18 0 0 0 30 3 0 0 0 59 45 0 70 79 31 0 78 0 22 0
45 16 96 62 11 66 0 0 57 0 24 98 0 97 0 78 0 0 3 51 78 0 0 4 43 0 91 0 25 50
54 30 56 0 60 23 77 0 0 0 43 0 0 0 0 44 0 0 90 33 62 0 86 0 9 0 60 90 81 78
60 56 61 0 44 11 0 0 56 0 12 32 0 76 0 99 0 21 64 7 24 0 33 24 34 0 62 49 0 46
31 80 90 0 88 64 3 0 9 82 13 40 94 66 69 97 0 25 53 89 17 0 0 86 24 0 86 25 51 0
78 12 40 0 14 95 0 0 43 0 37 25 65 43 0 79 0 0 60 40 54 0 27 3 54 0 0 90 59 0
32 0 24 95 0 35 34 0 29 0 54 0 0 0 0 56 0 0 73 2 61 0 14 37 51 0 0 46 11 0
0 0 0 0 44 31 39 0 55 33 52 0 0 0 0 70 0 0 0 8 31 0 47 0 18 0 0 0 20 57
56 60 0 0 0 62 0 0 65 0 51 15 0 4 0 12 0 0 0 54 31 0 64 0 81 0 0 24 0 52
72 56 19 33 0 0 0 0 50 0 80 97 0 90 78 54 0 0 42 49 60 0 0 29 59 0 0 44 0 75
2 0 0 0 0 0 31 0 5 28 95 54 0 0 82 16 0 0 69 59 0 0 33 0 0 28 0 0 41 59
98 63 6 18 25 0 0 67 6 0 51 0 93 0 0 68 0 67 0 76 97 0 83 0 0 20 77 35 11 0
7 47 44 65 0 24 46 0 6 8 40 0 0 14 0 16 0 0 95 60 97 0 0 59 10 0 0 84 0 50
