1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
-70 70 -18 -30 20 0 -24 -54 45 -1 32 36 0 -36 9 48 -1 -1 12 -35 -18 48 -1 24 -1 -1 -1 35 40 0 -1 -24 -1 -1 -1 -1 14 -1 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-77 77 -20 -33 22 0 -28 -1 50 -1 -1 -1 0 -40 10 -1 -42 0 14 -42 -21 56 -1 32 -1 -1 15 40 -1 -1 -1 -1 -1 -1 -1 -1 21 -1 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-84 84 -22 -36 24 -1 -32 -1 55 20 36 40 0 -44 11 54 -49 -1 16 -49 -1 64 -1 -1 0 -32 -1 45 -1 0 -1 -32 -18 -1 -1 -3 -1 -9 -1 -1 -1 -1 -1 -1 -32 -1 -1 -1 -1 -1
-91 91 -24 -39 26 0 -36 -60 60 22 40 44 0 -48 12 60 -56 0 18 -56 -1 -1 -1 -1 0 -40 18 -1 -1 0 -1 -1 -24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-98 98 -26 -1 28 0 -1 -66 65 -1 44 48 -1 -1 -1 66 -63 0 -1 -63 -1 -1 -54 40 -1 -48 -1 50 48 0 25 -40 -1 -1 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-105 105 -28 -42 30 0 -40 -72 70 24 48 52 0 -52 13 -1 -70 0 -1 -70 -24 -1 -63 -1 0 -56 21 -1 -1 0 -1 -1 -30 -1 -1 -6 -1 -1 12 -1 -1 -1 -1 7 -1 -1 -1 -1 -1 -1
-112 112 -30 -45 32 -1 -44 -78 75 26 52 56 0 -56 14 72 -77 0 20 -77 -27 -1 -1 48 0 -1 24 -1 -1 -1 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 27 -1 -1 -1 -1 -1 -1 -1
-119 119 -32 -48 34 0 -48 -84 80 28 56 60 0 -60 15 78 -1 0 -1 -1 -1 72 -72 56 -1 -64 27 55 -1 -1 35 -48 -1 -1 -1 -1 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-126 126 -34 -51 36 0 -52 -90 85 -1 60 64 0 -1 16 84 -1 0 22 -84 -30 80 -81 64 0 -72 30 -1 -1 0 40 -1 -36 -1 -1 -9 35 -1 15 -1 -1 -1 -1 14 -1 18 -1 -1 -1 -1
-133 133 -36 -54 38 0 -56 -96 90 30 64 68 0 -64 -1 -1 -1 0 24 -91 -33 -1 -90 72 0 -1 -1 -1 56 0 -1 -1 -42 -1 16 -12 42 -1 -1 -1 -1 -1 -1 -1 -40 -1 -1 -1 -1 -1
-140 140 -38 -57 40 0 -60 -102 95 32 68 72 0 -68 17 -1 -84 0 26 -1 -1 -1 -1 80 0 -80 33 60 64 0 45 -1 -1 -10 -1 -15 49 -1 -1 -1 9 -1 36 21 -1 -1 -1 -1 -1 -1
-147 147 -40 -60 42 0 -64 -1 100 34 -1 -1 0 -72 18 90 -91 -1 28 -1 -36 88 -99 -1 -1 -88 -1 -1 72 -1 50 -1 -48 -1 -1 -18 -1 -1 -1 -1 -1 -21 -1 -1 -1 -1 -1 -1 -1 -1
-154 154 -42 -63 44 0 -68 -108 105 36 72 76 0 -76 19 -1 -98 0 30 -1 -39 -1 -108 88 0 -96 36 -1 -1 -1 -1 -1 -54 -1 24 -21 56 -1 -1 -1 -1 -28 -1 -1 -48 -1 -1 -1 -1 -1
-161 161 -44 -66 46 0 -72 -114 110 38 76 80 0 -80 20 96 -105 0 -1 -1 -42 -1 -1 -1 0 -1 -1 -1 -1 -1 55 -56 -60 -1 -1 -1 -1 -1 18 -1 -1 -1 45 28 -1 -1 -1 -1 -1 -1
-168 168 -46 -69 48 0 -76 -120 115 40 80 -1 -1 -84 21 102 -112 0 32 -98 -1 -1 -117 96 0 -104 39 65 -1 0 60 -1 -1 -1 32 -1 63 -1 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-175 175 -48 -72 50 0 -1 -126 120 42 84 84 0 -88 22 108 -1 -1 -1 -105 -45 -1 -126 104 0 -112 42 -1 -1 -1 -1 -1 -66 -1 -1 -1 -1 -18 -1 -1 -1 -1 54 -1 -1 -1 -1 -1 -1 -1
-182 182 -50 -75 52 0 -80 -132 125 -1 -1 88 0 -92 -1 114 -119 -1 -1 -112 -48 96 -1 112 0 -1 45 -1 80 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -35 -1 -1 -1 -1 2 -1 -1 -1
-189 189 -52 -78 54 0 -84 -138 130 44 88 92 0 -96 -1 -1 -126 0 34 -119 -51 -1 -1 120 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1 3 -1 -1 -1 35 -56 -1 -1 -1 -1 -1
-196 196 -54 -81 56 0 -88 -144 135 46 92 96 0 -100 23 120 -1 0 36 -126 -54 104 -1 128 -1 -120 48 -1 88 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-203 203 -56 -84 58 0 -92 -150 140 48 96 100 -1 -104 24 -1 -133 0 38 -133 -1 -1 -1 136 0 -1 51 -1 96 0 65 -1 -1 -1 -1 -1 70 -27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20
-210 210 -58 -87 -1 0 -96 -156 145 50 100 -1 0 -108 25 126 -140 -1 40 -1 -1 112 -1 144 0 -128 -1 -1 104 0 -1 -1 -78 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42 -64 -1 -1 -1 -1 -1
-217 217 -60 -90 -1 0 -100 -1 150 52 104 104 0 -112 26 132 -1 -1 -1 -140 -57 -1 -135 -1 0 -136 -1 -1 112 0 -1 -1 -1 -15 -1 -1 77 -1 -1 -1 -1 -42 -1 -1 -1 24 -1 -1 -1 -1
-224 224 -62 -93 60 0 -104 -162 155 -1 108 108 0 -116 27 138 -147 -1 42 -147 -1 120 -144 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -20 -1 -1 -1 -1 -1 -1 -1 -1 63 -1 -1 -1 -1 -1 -1 -1
-231 231 -64 -96 62 0 -108 -168 -1 54 112 112 0 -120 28 144 -154 0 44 -154 -60 128 -1 -1 0 -144 54 70 120 -1 -1 -64 -84 -25 -1 -1 84 -1 -1 4 -1 -1 -1 -1 -1 -1 -1 13 -1 -1
-238 238 -66 -99 64 -1 -112 -174 160 -1 116 116 0 -124 -1 150 -161 0 46 -161 -1 -1 -1 -1 -1 -152 -1 75 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-245 245 -68 -1 66 0 -1 -180 165 56 120 120 -1 -1 29 -1 -1 0 -1 -168 -1 -1 -153 -1 -1 -160 -1 80 -1 0 -1 -1 -90 -1 -1 -27 -1 -36 -1 -1 -1 -1 72 -1 -1 -1 -1 -1 -1 -1
-252 252 -70 -102 68 0 -116 -186 170 58 124 -1 0 -128 -1 156 -1 -1 48 -175 -1 136 -162 -1 0 -168 -1 -1 128 -1 -1 -80 -1 -30 -1 -1 -1 -1 -1 -1 -1 -49 -1 -1 -1 -1 3 -1 -1 -1
-259 259 -72 -105 70 0 -120 -192 175 60 128 124 0 -132 30 162 -168 0 50 -1 -63 144 -1 152 -1 -176 -1 -1 -1 0 70 -88 -1 -1 -1 -30 -1 -45 24 -1 -1 -1 81 49 -1 -1 -1 -1 -1 -1
-266 266 -74 -108 -1 -1 -124 -198 180 62 -1 128 0 -136 31 168 -1 -1 52 -182 -66 -1 -1 -1 0 -1 -1 85 -1 0 -1 -1 -1 -1 -1 -1 91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-273 273 -76 -111 72 0 -128 -204 185 64 132 132 -1 -140 32 174 -175 0 54 -1 -69 -1 -171 -1 0 -184 57 -1 -1 -1 -1 -1 -1 -35 -1 -1 -1 -1 27 -1 12 -56 -1 -1 -1 -1 -1 -1 -1 -1
-280 280 -78 -114 74 0 -132 -1 -1 66 136 136 0 -144 -1 180 -182 0 56 -1 -1 152 -1 -1 0 -1 60 -1 -1 0 -1 -1 -96 -40 40 -1 -1 -54 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-287 287 -80 -117 76 0 -136 -210 190 68 140 140 0 -148 33 -1 -189 -1 58 -189 -72 -1 -180 160 0 -192 -1 90 -1 0 -1 -1 -1 -45 48 -1 -1 -63 -1 -1 -1 -1 -1 56 -1 -1 -1 -1 -1 -1
-294 294 -82 -120 -1 -1 -140 -216 195 70 144 -1 0 -152 -1 186 -196 -1 60 -1 -75 160 -189 168 -1 -200 -1 95 -1 -1 -1 -1 -1 -50 56 -1 -1 -72 30 5 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1
-301 301 -84 -123 78 0 -144 -222 200 -1 148 -1 0 -156 -1 192 -1 0 62 -196 -1 168 -198 176 -1 -1 63 -1 -1 0 -1 -96 -1 -1 64 -1 -1 -1 -1 -1 -1 -1 -1 -1 -80 -1 -1 -1 -1 -1
-308 308 -86 -126 80 0 -148 -228 205 72 152 -1 -1 -160 34 198 -1 -1 64 -203 -1 176 -207 -1 0 -208 66 100 136 0 -1 -104 -1 -1 72 -33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-315 315 -88 -129 -1 0 -1 -234 210 74 156 144 0 -164 35 -1 -1 0 66 -210 -78 -1 -1 184 -1 -1 -1 -1 -1 -1 -1 -1 -102 -55 -1 -36 98 -1 -1 -1 -1 -1 90 -1 -1 -1 -1 -1 -1 -1
-322 322 -1 -132 82 0 -152 -240 215 -1 -1 148 0 -168 36 -1 -203 -1 68 -217 -81 184 -216 -1 -1 -1 -1 -1 144 0 75 -112 -1 -60 -1 -1 -1 -1 33 -1 -1 -1 -1 63 -1 -1 -1 -1 -1 -1
-329 329 -90 -135 84 0 -1 -1 220 76 160 -1 0 -172 37 204 -1 -1 -1 -1 -84 -1 -1 192 -1 -1 -1 105 152 0 -1 -1 -108 -1 -1 -1 -1 -1 36 6 -1 -1 -1 70 -1 -1 -1 -1 -1 -1
-336 336 -92 -138 86 0 -156 -1 225 78 -1 152 0 -176 38 210 -210 -1 70 -224 -1 -1 -1 200 0 -216 69 110 -1 0 80 -120 -1 -65 -1 -1 105 -1 39 -1 15 -1 -1 -1 -1 -1 -1 3 19 -1
-343 343 -94 -141 88 0 -160 -1 230 80 -1 -1 0 -180 39 216 -217 0 -1 -231 -1 192 -1 -1 0 -1 72 115 160 -1 -1 -1 -1 -1 80 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-350 350 -96 -144 90 0 -164 -1 235 82 164 156 0 -184 40 222 -224 0 -1 -1 -87 200 -225 -1 -1 -224 75 -1 168 -1 -1 -128 -1 -1 88 -39 -1 -1 -1 -1 -1 -63 -1 -1 -1 -1 -1 -1 -1 -1
-357 357 -98 -147 92 0 -168 -1 240 -1 168 -1 0 -188 -1 228 -231 0 72 -1 -1 208 -234 208 0 -232 78 120 176 -1 -1 -136 -114 -70 -1 -1 -1 -1 -1 7 18 -1 99 -1 -1 30 -1 -1 -1 -1
-364 364 -100 -150 94 0 -172 -246 245 84 172 160 0 -192 41 234 -238 -1 74 -1 -90 216 -243 -1 -1 -240 81 125 -1 0 85 -1 -120 -1 -1 -42 112 -1 -1 8 -1 -1 -1 -1 -88 -1 -1 -1 -1 -1
-371 371 -102 -1 96 0 -176 -252 250 -1 176 -1 0 -196 42 240 -245 0 76 -238 -93 224 -1 216 -1 -1 -1 -1 184 0 -1 -144 -126 -1 -1 -1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-378 378 -104 -153 98 0 -1 -1 255 86 180 164 0 -200 -1 246 -1 -1 78 -245 -96 232 -252 -1 0 -1 -1 130 192 -1 -1 -1 -132 -75 -1 -45 119 -1 45 -1 -1 -1 -1 -1 -1 -1 -1 6 -1 -1
-385 385 -106 -156 100 0 -180 -258 260 -1 184 -1 0 -1 -1 252 -252 0 80 -252 -1 -1 -261 224 -1 -1 84 -1 200 -1 90 -152 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 108 -1 -1 -1 -1 -1 -1 -1
-392 392 -108 -1 102 0 -1 -1 265 88 188 168 0 -204 43 258 -1 -1 82 -1 -99 -1 -1 232 -1 -1 87 -1 -1 0 95 -1 -1 -80 96 -48 -1 -1 -1 9 21 -70 -1 -1 -1 -1 -1 -1 -1 -1
-399 399 -110 -159 104 0 -184 -264 270 90 192 172 0 -208 44 -1 -259 -1 -1 -259 -102 240 -1 240 0 -1 -1 135 208 0 -1 -1 -1 -1 -1 -1 126 -1 -1 10 24 -1 -1 -1 -1 -1 -1 -1 6 -1
-406 406 -112 -162 106 0 -188 -270 275 92 -1 176 -1 -1 45 264 -266 -1 84 -266 -105 248 -1 -1 0 -248 -1 -1 216 -1 -1 -160 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 117 -1 -1 -1 -1 -1 -1 -1
-413 413 -1 -165 108 0 -192 -276 280 94 196 180 0 -212 46 270 -273 0 -1 -273 -108 256 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -138 -1 -1 -51 -1 -1 48 -1 -1 -77 -1 -1 -1 -1 -1 -1 -1 -1
-420 420 -114 -168 110 0 -196 -282 -1 -1 200 184 -1 -1 47 -1 -280 0 86 -1 -111 264 -1 248 0 -256 90 140 -1 -1 -1 -168 -144 -1 -1 -54 -1 -1 51 11 -1 -1 -1 77 -1 -1 -1 -1 -1 -1
-427 427 -116 -171 112 -1 -200 -288 -1 96 204 188 -1 -1 48 276 -1 0 88 -1 -1 -1 -1 -1 0 -1 93 -1 -1 0 100 -1 -150 -1 -1 -1 -1 -1 -1 -1 -1 -1 126 -1 -1 -1 -1 -1 -1 -1
-434 434 -118 -174 114 0 -204 -294 285 -1 208 192 0 -216 -1 282 -1 0 90 -280 -1 272 -270 256 -1 -1 96 -1 -1 -1 -1 -176 -1 -1 -1 -57 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 -1 -1 -1
-441 441 -120 -177 116 0 -208 -300 290 98 212 196 0 -1 49 288 -287 0 92 -287 -114 280 -1 264 0 -264 -1 145 -1 -1 -1 -1 -156 -85 -1 -60 -1 -81 -1 -1 -1 -1 -1 84 -1 -1 -1 -1 -1 -1
-448 448 -122 -180 -1 -1 -212 -306 295 100 216 200 -1 -220 50 294 -1 0 94 -1 -1 288 -1 -1 -1 -1 99 -1 224 -1 -1 -1 -162 -1 -1 -1 133 -1 -1 -1 -1 -1 -1 91 -96 -1 -1 -1 -1 -1
-455 455 -124 -183 118 0 -216 -312 -1 102 -1 204 0 -224 51 -1 -294 -1 -1 -294 -117 -1 -279 -1 -1 -272 102 150 -1 -1 -1 -1 -1 -90 -1 -1 -1 -90 54 -1 -1 -1 -1 -1 -1 36 -1 -1 -1 -1
-462 462 -126 -186 120 0 -220 -318 -1 104 -1 208 0 -228 52 300 -1 0 96 -301 -120 296 -1 272 0 -1 105 -1 232 -1 -1 -1 -1 -1 104 -1 140 -1 -1 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-469 469 -128 -189 -1 0 -1 -324 -1 106 220 212 0 -232 -1 -1 -301 0 -1 -1 -1 304 -288 280 -1 -1 108 -1 240 -1 105 -1 -168 -1 -1 -1 -1 -99 -1 -1 27 -1 -1 -1 -1 -1 -1 -1 -1 -1
-476 476 -130 -192 122 0 -1 -330 300 108 224 -1 0 -236 53 306 -308 -1 -1 -1 -123 312 -297 -1 0 -1 -1 -1 -1 0 110 -1 -174 -1 -1 -1 147 -1 -1 -1 -1 -84 -1 -1 -1 -1 -1 -1 -1 -1
-483 483 -132 -195 124 0 -224 -336 305 -1 228 216 0 -240 54 312 -315 0 98 -308 -126 320 -306 288 -1 -280 -1 155 248 0 -1 -1 -180 -95 112 -1 -1 -1 -1 -1 30 -1 -1 -1 -1 -1 -1 -1 -1 -1
-490 490 -134 -198 126 0 -228 -1 -1 110 -1 -1 0 -244 -1 318 -322 0 100 -315 -129 328 -315 296 0 -288 111 160 -1 0 -1 -1 -186 -100 -1 -63 -1 -1 57 -1 -1 -1 -1 -1 -1 -1 -1 9 -1 -1
-497 497 -136 -201 128 0 -232 -342 310 112 232 220 0 -248 55 324 -1 -1 102 -322 -1 336 -324 304 -1 -1 114 165 256 -1 115 -184 -192 -1 -1 -1 154 -1 -1 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-504 504 -138 -204 130 -1 -236 -348 315 114 236 -1 -1 -252 56 -1 -329 0 104 -329 -132 344 -333 312 0 -1 -1 170 264 -1 -1 -192 -1 -105 -1 -1 -1 -1 -1 -1 33 -1 -1 -1 -1 -1 -1 12 -1 -1
-511 511 -140 -207 132 0 -1 -354 320 116 240 224 -1 -1 -1 330 -336 0 -1 -336 -135 352 -342 320 -1 -296 117 175 -1 -1 -1 -1 -1 -1 -1 -66 -1 -1 -1 -1 36 -1 -1 -1 -1 -1 -1 -1 -1 -1
-518 518 -142 -1 134 0 -240 -360 325 118 244 -1 0 -256 57 336 -343 0 106 -343 -138 360 -1 328 0 -304 120 180 272 -1 -1 -200 -198 -110 -1 -1 -1 -1 60 -1 -1 -1 -1 -1 -104 -1 -1 -1 -1 -1
-525 525 -144 -210 136 0 -244 -1 330 120 248 228 0 -260 -1 342 -1 -1 -1 -1 -1 -1 -351 -1 -1 -312 -1 185 280 -1 120 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 135 -1 -1 -1 -1 -1 -1 -1
-532 532 -146 -213 138 0 -248 -366 335 122 252 232 0 -264 -1 -1 -350 0 108 -350 -1 -1 -360 -1 -1 -1 -1 190 288 -1 125 -208 -1 -115 -1 -1 -1 -108 -1 -1 -1 -1 144 -1 -112 -1 -1 -1 12 -1
-539 539 -148 -216 140 -1 -252 -372 340 124 256 -1 0 -1 -1 -1 -1 0 110 -1 -141 368 -369 -1 0 -1 -1 195 296 0 -1 -216 -1 -1 -1 -1 161 -1 63 -1 39 -1 -1 -1 -1 42 -1 -1 -1 -1
-546 546 -150 -1 142 0 -256 -378 345 126 260 236 0 -268 58 348 -1 -1 -1 -357 -144 376 -378 336 0 -320 123 -1 304 -1 130 -1 -1 -120 120 -69 -1 -1 -1 -1 -1 -1 153 -1 -1 48 -1 -1 18 -1
-553 553 -152 -1 144 0 -260 -384 350 128 264 -1 0 -272 -1 354 -1 0 -1 -364 -1 -1 -387 -1 -1 -328 -1 200 -1 0 -1 -1 -204 -125 128 -72 -1 -1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 -1 -1
-560 560 -154 -219 146 0 -264 -390 355 -1 268 240 0 -276 59 -1 -357 0 112 -1 -1 -1 -396 344 -1 -336 -1 -1 -1 -1 135 -1 -1 -1 -1 -75 168 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-567 567 -156 -222 148 0 -268 -396 -1 130 272 -1 0 -280 -1 -1 -364 -1 -1 -1 -1 384 -405 352 0 -1 -1 205 -1 0 -1 -224 -1 -130 136 -1 -1 -117 -1 14 -1 -1 -1 98 -1 -1 -1 -1 -1 -1
-574 574 -158 -225 150 0 -272 -402 360 132 276 244 0 -1 60 -1 -371 0 -1 -371 -1 392 -414 360 -1 -344 -1 -1 -1 -1 140 -232 -1 -135 144 -78 -1 -1 -1 -1 -1 -91 162 -1 -120 -1 -1 -1 -1 -1
-581 581 -160 -228 152 0 -276 -408 -1 134 280 248 -1 -284 61 360 -1 0 114 -378 -147 400 -423 368 0 -1 -1 210 312 0 -1 -240 -210 -1 152 -1 -1 -126 -1 -1 45 -1 171 -1 -1 -1 -1 -1 -1 -1
-588 588 -162 -231 -1 0 -280 -414 365 136 284 252 0 -288 62 366 -378 -1 116 -1 -1 -1 -432 376 0 -352 126 215 320 -1 -1 -248 -216 -1 160 -81 -1 -135 -1 15 48 -1 180 105 -1 -1 -1 -1 -1 -1
-595 595 -164 -1 154 0 -284 -420 370 138 288 256 0 -1 63 372 -1 -1 118 -385 -150 408 -1 384 -1 -360 -1 -1 328 0 -1 -1 -1 -140 -1 -1 175 -144 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-602 602 -166 -234 156 0 -288 -426 375 140 292 260 0 -1 64 -1 -385 0 120 -1 -153 -1 -441 392 -1 -368 -1 -1 336 -1 -1 -256 -222 -145 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-609 609 -168 -237 158 0 -1 -432 380 142 296 264 0 -292 -1 378 -1 0 -1 -392 -156 -1 -450 -1 0 -376 -1 220 -1 -1 145 -1 -228 -1 -1 -1 182 -153 66 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-616 616 -170 -240 160 0 -292 -438 385 144 300 268 0 -296 -1 384 -392 0 122 -399 -159 416 -459 400 0 -384 -1 -1 -1 -1 150 -1 -1 -1 168 -1 189 -1 -1 -1 51 -98 -1 -1 -1 -1 5 -1 -1 -1
-623 623 -172 -243 162 0 -296 -444 390 146 304 -1 0 -300 65 -1 -399 -1 -1 -406 -162 -1 -468 -1 -1 -1 129 225 -1 -1 -1 -1 -1 -150 -1 -84 -1 -1 69 -1 -1 -1 189 -1 -1 -1 -1 -1 -1 -1
-630 630 -174 -246 164 0 -300 -450 395 148 308 272 0 -304 66 390 -406 0 -1 -1 -1 -1 -477 408 -1 -1 -1 -1 -1 -1 -1 -1 -234 -1 -1 -87 196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24 -1
-637 637 -176 -249 166 0 -304 -456 400 150 -1 276 0 -1 67 396 -413 -1 124 -1 -1 424 -1 416 -1 -392 -1 230 344 -1 -1 -1 -1 -155 -1 -1 -1 -1 72 -1 54 -1 -1 -1 -1 -1 -1 -1 -1 -1
-644 644 -178 -252 168 0 -308 -462 -1 152 312 -1 0 -308 -1 -1 -420 -1 126 -413 -1 432 -486 424 0 -1 132 235 352 -1 -1 -1 -240 -1 -1 -90 -1 -1 -1 16 -1 -1 -1 -1 -1 -1 6 -1 -1 -1
-651 651 -180 -255 170 0 -312 -468 -1 154 316 280 0 -312 -1 402 -427 0 128 -420 -165 -1 -1 432 0 -400 135 240 -1 -1 -1 -1 -246 -1 176 -1 203 -1 -1 -1 -1 -1 -1 112 -1 -1 -1 -1 -1 -1
-658 658 -182 -258 172 0 -316 -474 405 156 320 -1 -1 -316 68 -1 -1 -1 -1 -427 -1 -1 -1 440 -1 -1 -1 245 360 -1 -1 -1 -252 -1 -1 -1 210 -1 -1 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-665 665 -184 -261 174 0 -320 -480 -1 -1 324 284 0 -320 69 408 -1 0 130 -434 -168 440 -495 448 -1 -1 138 -1 -1 0 -1 -1 -1 -1 -1 -1 217 -1 -1 -1 57 -1 -1 -1 -128 -1 -1 -1 -1 -1
-672 672 -186 -264 176 0 -324 -1 410 158 -1 -1 -1 -324 -1 -1 -434 0 132 -1 -171 448 -504 456 -1 -1 -1 250 368 0 155 -264 -258 -160 -1 -1 224 -162 75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-679 679 -188 -267 178 0 -328 -486 415 160 328 288 -1 -328 70 414 -441 0 134 -1 -1 456 -513 464 0 -408 -1 -1 -1 -1 -1 -272 -1 -1 -1 -1 -1 -171 -1 -1 -1 -1 -1 -1 -136 -1 -1 -1 -1 -1
-686 686 -190 -270 180 0 -332 -492 420 162 332 292 0 -332 71 -1 -1 0 -1 -441 -1 464 -522 -1 0 -416 141 -1 -1 0 -1 -1 -264 -1 -1 -93 -1 -180 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-693 693 -192 -273 -1 -1 -336 -498 425 -1 336 296 0 -336 72 420 -1 0 -1 -448 -174 472 -1 472 0 -424 -1 -1 -1 -1 160 -1 -270 -165 -1 -1 231 -1 -1 -1 -1 -1 198 -1 -1 -1 -1 -1 -1 -1
-700 700 -194 -276 182 0 -340 -504 430 164 -1 300 -1 -340 -1 -1 -448 0 136 -455 -177 480 -1 480 -1 -1 -1 -1 -1 0 -1 -1 -276 -1 184 -1 -1 -1 -1 -1 -1 -1 207 119 -1 -1 -1 -1 -1 -1
-707 707 -196 -279 184 -1 -344 -510 435 -1 340 304 0 -344 73 -1 -455 -1 138 -1 -1 488 -531 488 0 -432 144 255 376 -1 -1 -280 -1 -1 192 -1 238 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
