1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
30 30 90 80 27 72 -40 -1 -70 -80 0 54 -63 90 81 45 -54 -81 -1 70 14 -42 -72 -9 9 -70 -56 72 48 -70 -24 56 -56 0 -1 -72 48 -32 -1 -1 -72 54 -56 -72 18 -40 -42 -1 24 15 -1 -1 24 -7 -1 -1 -48 -1 36 0 -28 -63 0 -1 8 -42 -1 30 -12 0 -10 -8 -32 -32 -56 -10 -1 -15 -1 -1 -1 -40 0 -1 -1 -1 -45 -1 -1 -1 0 -1 -1 -1 -1 -1 -54 36 -1 -1 -1 -1 -1 -1 -1 -21 -1 -6 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
33 33 99 88 30 80 -44 -30 -77 -88 0 60 -70 99 90 -1 -1 -90 -27 77 16 -48 -81 -10 10 -77 -63 -1 54 -1 -27 63 -63 -1 -1 -1 -1 -36 -90 -49 -81 60 -63 -1 20 -1 -1 -1 -1 -1 -1 -12 27 -8 -42 -1 -1 -1 40 0 -35 -1 -1 14 -1 -49 14 -1 -1 -1 -1 -16 -1 -40 -64 -1 -1 -18 -1 -1 28 -1 -1 -1 -1 -1 -54 -16 -1 36 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -35 -1 -1 6 -1 -1 -15 -9 18 -1 -1 -1 -1 -1 -2 -4 -1 -1 -1 35 -1 -1 -1 -1 -1 -1 -1 0 -1 14 -1 -1 -1 -1 -1 -1 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
36 36 108 96 33 88 -48 -33 -1 -96 0 66 -77 108 -1 50 -60 -99 -30 84 18 -54 -90 -1 11 -84 -70 81 60 -77 -30 70 -70 0 50 -80 54 -40 -99 -56 -90 66 -70 -81 -1 -48 -48 -21 -1 18 40 -1 -1 -9 -48 -1 -1 -1 44 0 -1 -1 -1 16 10 -56 21 -1 -1 -1 -1 -24 -40 -48 -72 -1 -1 -1 -3 -1 32 -45 0 56 24 -27 -63 -1 -1 -1 -1 -1 -1 0 -24 0 -1 45 -1 -6 -1 14 -1 9 -1 -28 -1 -12 -1 -1 -1 18 -1 -1 -1 -1 7 -1 -8 5 -1 2 -1 -1 -1 -8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
39 39 117 104 36 96 -1 -36 -84 -104 0 72 -84 117 -1 -1 -1 -1 -33 91 20 -60 -1 -11 12 -91 -77 90 66 -84 -33 77 -1 0 55 -88 60 -44 -1 -63 -99 -1 -77 -90 -1 -56 -54 -24 32 21 -1 -14 30 -10 -54 -30 -1 -48 48 0 -1 -72 0 18 -1 -63 28 -1 -1 0 -1 -1 -48 -56 -1 -12 -25 -21 -4 -1 -1 -50 -1 -1 32 -1 -72 -20 -1 -1 0 -1 -30 -1 -1 -1 -1 -1 -1 -1 -1 21 -24 -1 -1 -35 -1 -1 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 34 -1 -1 -2 4 -12 1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
42 42 126 112 39 104 -52 -39 -91 -1 0 78 -91 126 99 55 -1 -108 -36 -1 -1 -66 -99 -1 13 -1 -84 -1 72 -91 -1 84 -77 -1 60 -1 66 -48 -108 -70 -1 72 -1 -99 -1 -64 -1 -27 -1 24 -1 -1 33 -11 -60 -1 -56 -56 -1 0 -42 -1 0 20 12 -70 -1 35 -14 -1 -1 -1 -1 -64 -80 -1 -30 -24 -1 18 -1 -1 0 -1 40 -36 -81 -24 -1 -1 -1 -15 -35 0 -1 -1 -63 54 -1 -8 -42 28 -1 -1 18 -1 -20 -15 36 -1 4 -1 -1 -1 -4 -6 -1 -1 -16 -1 5 -1 -1 -1 -1 -1 2 -1 -1 -1 -1 -1 -1 -1 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16 -1 -1
45 45 135 120 42 112 -56 -42 -98 -112 0 84 -1 135 108 60 -66 -117 -1 98 22 -72 -108 -12 14 -1 -91 99 78 -98 -36 -1 -84 0 -1 -1 72 -1 -117 -1 -108 78 -1 -108 22 -1 -60 -30 -1 27 -1 -16 -1 -1 -66 -35 -64 -1 -1 -1 -1 -1 -1 22 14 -1 -1 -1 -1 0 -12 -32 -56 -1 -1 -14 -1 -1 -5 -1 36 -1 0 -1 -1 -45 -90 -28 -1 -1 -1 -20 -40 0 -28 -1 -1 -1 -42 -1 -1 -1 -28 -1 -1 -1 -25 -1 -1 -1 -1 -1 -1 -1 -1 -1 14 -1 -1 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -7 -1 -1 -1 -6 -1 -1 -1
48 48 144 128 45 120 -60 -45 -105 -120 0 90 -98 144 117 65 -1 -126 -39 105 24 -78 -117 -13 15 -1 -98 108 84 -105 -1 -1 -1 0 65 -96 -1 -1 -126 -77 -117 84 -84 -117 24 -72 -1 -1 -1 30 45 -1 -1 -1 -1 -40 -1 -1 52 0 -49 -81 -1 24 16 -1 35 40 -1 0 -1 -40 -64 -1 -1 -1 -1 -27 -1 24 40 -1 0 63 48 -54 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -49 -10 -1 35 -32 -1 -1 -1 -1 -1 45 -1 -1 -1 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -15 -1 -1 -1 -1 8 -1 -1 -1 -1 -1 -1
51 51 153 136 48 128 -64 -48 -112 -128 0 96 -105 153 126 70 -72 -135 -1 112 26 -84 -1 -14 16 -98 -105 -1 -1 -112 -39 91 -91 0 70 -1 -1 -52 -135 -84 -1 90 -91 -126 -1 -80 -66 -33 -1 33 50 -18 36 -12 -72 -45 -72 -1 56 0 -56 -1 0 -1 18 -1 42 45 -1 0 -1 -1 -72 -1 -1 -1 -35 -1 -6 30 -1 -1 -1 -1 -1 -63 -1 -32 -1 -1 -1 -25 -1 -1 -1 -1 -1 -1 -1 -12 -1 42 -1 -1 -1 -42 -1 -1 -1 -1 -1 24 27 -1 -1 -8 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
54 54 162 144 51 136 -68 -51 -119 -136 0 102 -112 162 135 75 -78 -144 -42 119 28 -90 -126 -15 17 -105 -112 117 90 -119 -42 98 -98 -1 -1 -104 -1 -56 -144 -1 -126 96 -98 -135 26 -88 -72 -1 40 36 55 -20 39 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 20 -1 -1 -1 -1 -1 -14 -48 -1 -1 -1 -1 -1 -30 -7 36 -1 -55 -1 -1 -1 -1 -1 -1 12 45 -1 -30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -40 -1 -1 15 3 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
57 57 -1 152 54 144 -72 -54 -126 -144 0 108 -119 171 144 80 -84 -153 -45 126 30 -96 -135 -16 18 -112 -119 126 96 -126 -45 105 -1 0 75 -112 78 -60 -153 -1 -135 102 -1 -144 28 -96 -1 -36 48 39 60 -1 -1 -1 -78 -1 -80 -1 60 0 -63 -1 0 26 -1 -77 -1 50 -16 0 -1 -56 -1 -1 -1 -1 -40 -33 -8 42 -1 -60 0 -1 56 -72 -99 -1 -1 54 -1 -35 -1 -1 -32 -1 -1 -1 -1 -1 -49 -1 -36 -1 -1 -1 -1 -18 -1 -1 -1 30 -1 -1 -1 -1 -1 -1 -1 15 -1 4 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 8 -5 27 -1 -1 -1 -8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
60 60 171 160 57 152 -1 -57 -133 -152 0 114 -1 180 153 85 -90 -162 -1 133 32 -102 -144 -17 19 -119 -126 135 102 -133 -48 112 -105 -1 80 -1 -1 -1 -162 -91 -144 -1 -105 -1 30 -1 -78 -39 56 42 -1 -22 42 -13 -84 -50 -88 -1 64 -1 -70 -90 -1 -1 -1 -1 49 55 -18 0 -1 -1 -80 -1 -88 -1 -45 -36 -1 -1 -1 -65 0 70 -1 -81 -108 -36 16 63 -1 -1 -1 0 -1 -1 -72 -1 -1 -1 -56 -1 -1 -1 27 -1 -1 -1 54 -1 -1 -1 -1 -1 -1 -10 21 -1 -24 -1 -1 5 -1 -1 -1 -16 4 -1 -16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9 -1 -1 -1 -1 -1 -1 -1 -1
63 63 180 168 60 160 -76 -60 -1 -160 0 -1 -126 189 162 90 -96 -171 -48 140 34 -108 -1 -18 20 -126 -133 144 108 -1 -51 119 -112 0 85 -1 84 -64 -171 -1 -153 -1 -112 -1 32 -104 -84 -42 64 -1 65 -1 45 -1 -1 -55 -96 -1 -1 0 -77 -1 -1 28 -1 -84 56 60 -20 -1 -1 -64 -1 -72 -96 -16 -1 -1 -9 48 44 -70 -1 77 -1 -90 -117 -40 20 72 0 -1 -1 0 -1 0 -1 63 -1 -1 -1 -1 -1 12 -1 -1 -1 -21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -32 -1 -1 -1 9 -1 -1 -1 -1 -1 -1 -1 -9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
66 66 189 -1 -1 168 -80 -63 -140 -168 0 120 -133 -1 171 95 -102 -180 -1 147 36 -114 -153 -1 21 -133 -140 153 -1 -1 -1 -1 -119 0 90 -1 90 -1 -180 -1 -1 108 -1 -153 -1 -112 -1 -45 72 -1 -1 -24 48 -1 -90 -60 -104 -64 68 -1 -84 -1 0 -1 22 -91 63 65 -22 0 -16 -1 -1 -80 -104 -18 -1 -39 -10 -1 48 -75 0 84 64 -99 -126 -1 -1 -1 0 -40 -45 -1 -1 0 -81 -1 -1 -1 -1 -1 -1 15 36 -49 -1 -1 -1 -1 -1 -1 36 -1 -1 -1 28 -48 -1 -1 -1 -1 -1 -1 -1 -20 -1 -1 -1 -1 -1 -1 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
69 69 198 176 63 176 -84 -66 -147 -176 0 126 -140 198 180 100 -108 -189 -1 154 -1 -120 -162 -1 22 -140 -147 162 -1 -140 -54 126 -126 -1 95 -120 96 -68 -189 -98 -162 114 -119 -162 -1 -120 -90 -1 80 45 70 -26 -1 -14 -1 -65 -112 -72 -1 0 -1 -99 0 -1 -1 -1 70 -1 -24 0 -1 -1 -1 -1 -112 -1 -1 -1 -1 -1 -1 -1 0 91 -1 -108 -135 -1 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -56 -14 -1 -1 -1 -1 -1 -1 -30 -1 63 -4 8 -1 -1 -1 -1 -1 -1 -1 -1 20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
72 72 207 184 66 184 -88 -1 -154 -184 0 132 -147 207 189 105 -114 -198 -51 161 38 -126 -171 -19 23 -1 -154 171 114 -147 -57 133 -133 -1 100 -1 102 -72 -198 -105 -171 120 -126 -171 34 -1 -1 -1 88 -1 75 -28 -1 -1 -96 -1 -120 -80 72 0 -1 -1 0 30 24 -98 77 -1 -26 0 -1 -72 -1 -1 -1 -20 -1 -1 -1 -1 -1 -80 0 -1 -1 -117 -1 -44 -1 81 -1 -45 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -35 -1 72 -8 -1 -1 -1 14 -1 -1 35 -1 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1 -1 -1 -7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
75 75 216 192 69 192 -92 -69 -161 -1 0 138 -154 -1 198 110 -120 -207 -1 168 -1 -132 -180 -20 24 -147 -161 180 120 -1 -60 140 -140 0 105 -128 108 -76 -1 -1 -180 126 -133 -180 36 -128 -1 -48 96 48 80 -30 51 -1 -102 -70 -1 -1 -1 -1 -1 -108 0 32 -1 -1 84 70 -1 0 -18 -1 -88 -1 -1 -1 -1 -42 -1 54 52 -1 0 98 72 -1 -144 -48 -1 -1 0 -1 -50 0 -36 0 -1 -1 -1 -16 -63 49 -40 18 45 -1 -1 -24 81 -1 -1 36 45 21 -6 -1 42 -1 -40 25 -1 -1 -1 -1 8 -1 -1 -1 -1 -1 -18 -1 -1 -10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
78 78 225 200 72 200 -96 -72 -168 -192 0 144 -161 216 207 115 -1 -216 -54 175 40 -138 -189 -21 25 -154 -168 -1 126 -154 -63 147 -147 0 110 -136 114 -1 -1 -112 -1 132 -140 -189 38 -136 -96 -1 104 51 85 -1 54 -15 -1 -1 -1 -1 76 0 -91 -1 0 34 -1 -105 91 -1 -28 -1 -1 -80 -96 -1 -1 -1 -50 -1 -11 60 -1 -85 -1 105 -1 -126 -1 -1 28 -1 -1 -1 -1 -1 -40 -1 -1 -1 -63 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42 -1 28 -1 -12 -1 -1 -1 -1 25 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -14 -1 -1 36 -1 -1 -1 -1 -1 -1 -1 -14 -1 -1 -1 -1 -1 -1 -1
81 81 234 208 75 208 -100 -75 -175 -200 0 150 -168 225 216 120 -126 -225 -57 182 42 -144 -198 -22 26 -1 -175 -1 132 -1 -66 154 -154 0 115 -144 120 -80 -207 -119 -189 138 -1 -1 -1 -1 -102 -51 -1 54 90 -32 57 -16 -108 -1 -128 -88 80 -1 -98 -117 -1 -1 26 -1 98 -1 -30 0 -20 -88 -104 -88 -120 -1 -1 -45 -1 -1 -1 -90 -1 -1 80 -1 -1 -1 -1 -1 -1 -1 -1 -1 -44 -1 -1 72 -1 -18 -1 -1 -1 -1 54 -1 -1 -1 -1 -12 -1 48 -1 -1 -1 -1 49 -1 -1 -1 -1 6 18 -1 10 -1 -1 -1 -1 -1 -1 -1 16 -1 -1 -8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
84 84 243 216 78 216 -104 -78 -182 -208 0 156 -175 234 -1 125 -132 -234 -60 189 44 -150 -1 -23 27 -1 -182 189 138 -1 -69 161 -161 -1 120 -152 -1 -1 -216 -126 -198 -1 -1 -1 -1 -144 -108 -54 -1 -1 -1 -34 60 -1 -1 -75 -136 -96 -1 -1 -105 -1 -1 -1 -1 -1 105 -1 -32 0 -22 -1 -112 -1 -128 -22 -55 -1 -1 66 56 -95 -1 -1 -1 -1 -1 -1 -1 90 -1 -50 -1 -1 -1 0 -1 81 -1 -20 -70 56 -1 -1 -1 -1 -40 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
87 87 252 224 81 224 -108 -81 -189 -216 0 162 -182 243 225 130 -138 -1 -63 196 46 -1 -207 -1 28 -161 -189 198 144 -161 -72 168 -1 0 125 -160 -1 -84 -225 -133 -207 -1 -147 -1 -1 -1 -1 -1 112 57 95 -36 -1 -17 -1 -1 -1 -104 -1 0 -112 -126 -1 36 28 -112 -1 75 -34 -1 -24 -1 -120 -96 -1 -1 -60 -1 -1 72 -1 -100 0 112 -1 -135 -153 -1 32 -1 0 -1 -1 -1 -1 0 -90 -1 -1 -1 -1 -1 -1 -1 63 -1 -1 -1 -1 -16 12 -1 -1 35 -8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16 -1 -4 -1 -1 -1 -1
90 90 261 232 84 232 -112 -84 -196 -224 0 168 -189 252 -1 135 -144 -243 -66 -1 48 -156 -216 -24 -1 -168 -196 -1 150 -168 -75 -1 -168 0 130 -168 126 -88 -234 -140 -216 144 -1 -198 -1 -1 -114 -57 -1 60 100 -38 -1 -18 -1 -80 -144 -112 -1 -1 -1 -135 0 -1 -1 -119 -1 80 -1 0 -1 -96 -128 -104 -1 -24 -65 -1 -1 78 -1 -1 -1 119 -1 -1 -1 -1 -1 -1 -1 -1 -55 -1 -1 -1 -99 -1 -1 -22 -77 -1 -44 -1 -1 -1 -45 -27 90 -1 -1 -1 54 -1 -10 -1 -1 -1 -48 35 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
93 93 270 240 87 240 -1 -87 -203 -232 0 174 -196 261 234 -1 -150 -1 -69 203 50 -1 -225 -25 -1 -175 -203 207 156 -175 -78 175 -175 0 135 -1 132 -92 -243 -1 -225 150 -1 -207 -1 -152 -120 -60 -1 63 105 -1 63 -19 -1 -85 -152 -120 -1 -1 -1 -144 0 38 30 -126 -1 -1 -36 0 -1 -1 -136 -112 -136 -26 -70 -48 -1 -1 60 -1 0 -1 -1 -1 -1 -52 36 99 -1 -55 -1 -1 -1 -1 -1 -1 -1 -24 -1 63 -48 -1 -1 -1 -50 -1 -1 -1 16 -1 -1 -1 -12 -14 -1 -56 -1 -1 -1 -1 27 -4 -1 -1 -1 -1 -1 -1 -36 -1 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
