1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
-238 238 -66 -99 64 0 -112 -174 160 0 116 116 0 -124 0 150 -161 0 46 -161 0 0 0 0 0 -152 0 75 0 0 0 -72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-245 245 -68 0 66 0 0 -180 165 56 120 120 0 0 29 0 0 0 0 -168 0 0 -153 0 0 -160 0 80 0 0 0 0 -90 0 0 -27 0 -36 0 0 0 0 72 0 0 0 0 0 0 0
-252 252 -70 -102 68 0 -116 -186 170 58 124 0 0 -128 0 156 0 0 48 -175 0 136 -162 0 0 -168 0 0 128 0 0 -80 0 -30 0 0 0 0 0 0 0 -49 0 0 0 0 3 0 0 0
-259 259 -72 -105 70 0 -120 -192 175 60 128 124 0 -132 30 162 -168 0 50 0 -63 144 0 152 0 -176 0 0 0 0 70 -88 0 0 0 -30 0 -45 24 0 0 0 81 49 0 0 0 0 0 0
-266 266 -74 -108 0 0 -124 -198 180 62 0 128 0 -136 31 168 0 0 52 -182 -66 0 0 0 0 0 0 85 0 0 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0
-273 273 -76 -111 72 0 -128 -204 185 64 132 132 0 -140 32 174 -175 0 54 0 -69 0 -171 0 0 -184 57 0 0 0 0 0 0 -35 0 0 0 0 27 0 12 -56 0 0 0 0 0 0 0 0
-280 280 -78 -114 74 0 -132 0 0 66 136 136 0 -144 0 180 -182 0 56 0 0 152 0 0 0 0 60 0 0 0 0 0 -96 -40 40 0 0 -54 0 0 0 0 0 0 0 0 0 0 0 0
-287 287 -80 -117 76 0 -136 -210 190 68 140 140 0 -148 33 0 -189 0 58 -189 -72 0 -180 160 0 -192 0 90 0 0 0 0 0 -45 48 0 0 -63 0 0 0 0 0 56 0 0 0 0 0 0
-294 294 -82 -120 0 0 -140 -216 195 70 144 0 0 -152 0 186 -196 0 60 0 -75 160 -189 168 0 -200 0 95 0 0 0 0 0 -50 56 0 0 -72 30 5 0 0 0 0 -72 0 0 0 0 0
-301 301 -84 -123 78 0 -144 -222 200 0 148 0 0 -156 0 192 0 0 62 -196 0 168 -198 176 0 0 63 0 0 0 0 -96 0 0 64 0 0 0 0 0 0 0 0 0 -80 0 0 0 0 0
-308 308 -86 -126 80 0 -148 -228 205 72 152 0 0 -160 34 198 0 0 64 -203 0 176 -207 0 0 -208 66 100 136 0 0 -104 0 0 72 -33 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-315 315 -88 -129 0 0 0 -234 210 74 156 144 0 -164 35 0 0 0 66 -210 -78 0 0 184 0 0 0 0 0 0 0 0 -102 -55 0 -36 98 0 0 0 0 0 90 0 0 0 0 0 0 0
-322 322 0 -132 82 0 -152 -240 215 0 0 148 0 -168 36 0 -203 0 68 -217 -81 184 -216 0 0 0 0 0 144 0 75 -112 0 -60 0 0 0 0 33 0 0 0 0 63 0 0 0 0 0 0
-329 329 -90 -135 84 0 0 0 220 76 160 0 0 -172 37 204 0 0 0 0 -84 0 0 192 0 0 0 105 152 0 0 0 -108 0 0 0 0 0 36 6 0 0 0 70 0 0 0 0 0 0
-336 336 -92 -138 86 0 -156 0 225 78 0 152 0 -176 38 210 -210 0 70 -224 0 0 0 200 0 -216 69 110 0 0 80 -120 0 -65 0 0 105 0 39 0 15 0 0 0 0 0 0 3 19 0
-343 343 -94 -141 88 0 -160 0 230 80 0 0 0 -180 39 216 -217 0 0 -231 0 192 0 0 0 0 72 115 160 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-350 350 -96 -144 90 0 -164 0 235 82 164 156 0 -184 40 222 -224 0 0 0 -87 200 -225 0 0 -224 75 0 168 0 0 -128 0 0 88 -39 0 0 0 0 0 -63 0 0 0 0 0 0 0 0
-357 357 -98 -147 92 0 -168 0 240 0 168 0 0 -188 0 228 -231 0 72 0 0 208 -234 208 0 -232 78 120 176 0 0 -136 -114 -70 0 0 0 0 0 7 18 0 99 0 0 30 0 0 0 0
-364 364 -100 -150 94 0 -172 -246 245 84 172 160 0 -192 41 234 -238 0 74 0 -90 216 -243 0 0 -240 81 125 0 0 85 0 -120 0 0 -42 112 0 0 8 0 0 0 0 -88 0 0 0 0 0
-371 371 -102 0 96 0 -176 -252 250 0 176 0 0 -196 42 240 -245 0 76 -238 -93 224 0 216 0 0 0 0 184 0 0 -144 -126 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0
-378 378 -104 -153 98 0 0 0 255 86 180 164 0 -200 0 246 0 0 78 -245 -96 232 -252 0 0 0 0 130 192 0 0 0 -132 -75 0 -45 119 0 45 0 0 0 0 0 0 0 0 6 0 0
-385 385 -106 -156 100 0 -180 -258 260 0 184 0 0 0 0 252 -252 0 80 -252 0 0 -261 224 0 0 84 0 200 0 90 -152 0 0 0 0 0 0 0 0 0 0 108 0 0 0 0 0 0 0
-392 392 -108 0 102 0 0 0 265 88 188 168 0 -204 43 258 0 0 82 0 -99 0 0 232 0 0 87 0 0 0 95 0 0 -80 96 -48 0 0 0 9 21 -70 0 0 0 0 0 0 0 0
-399 399 -110 -159 104 0 -184 -264 270 90 192 172 0 -208 44 0 -259 0 0 -259 -102 240 0 240 0 0 0 135 208 0 0 0 0 0 0 0 126 0 0 10 24 0 0 0 0 0 0 0 6 0
-406 406 -112 -162 106 0 -188 -270 275 92 0 176 0 0 45 264 -266 0 84 -266 -105 248 0 0 0 -248 0 0 216 0 0 -160 0 0 0 0 0 0 0 0 0 0 117 0 0 0 0 0 0 0
-413 413 0 -165 108 0 -192 -276 280 94 196 180 0 -212 46 270 -273 0 0 -273 -108 256 0 0 0 0 0 0 0 0 0 0 -138 0 0 -51 0 0 48 0 0 -77 0 0 0 0 0 0 0 0
-420 420 -114 -168 110 0 -196 -282 0 0 200 184 0 0 47 0 -280 0 86 0 -111 264 0 248 0 -256 90 140 0 0 0 -168 -144 0 0 -54 0 0 51 11 0 0 0 77 0 0 0 0 0 0
-427 427 -116 -171 112 0 -200 -288 0 96 204 188 0 0 48 276 0 0 88 0 0 0 0 0 0 0 93 0 0 0 100 0 -150 0 0 0 0 0 0 0 0 0 126 0 0 0 0 0 0 0
-434 434 -118 -174 114 0 -204 -294 285 0 208 192 0 -216 0 282 0 0 90 -280 0 272 -270 256 0 0 96 0 0 0 0 -176 0 0 0 -57 0 0 0 0 0 0 0 0 0 0 4 0 0 0
-441 441 -120 -177 116 0 -208 -300 290 98 212 196 0 0 49 288 -287 0 92 -287 -114 280 0 264 0 -264 0 145 0 0 0 0 -156 -85 0 -60 0 -81 0 0 0 0 0 84 0 0 0 0 0 0
-448 448 -122 -180 0 0 -212 -306 295 100 216 200 0 -220 50 294 0 0 94 0 0 288 0 0 0 0 99 0 224 0 0 0 -162 0 0 0 133 0 0 0 0 0 0 91 -96 0 0 0 0 0
-455 455 -124 -183 118 0 -216 -312 0 102 0 204 0 -224 51 0 -294 0 0 -294 -117 0 -279 0 0 -272 102 150 0 0 0 0 0 -90 0 0 0 -90 54 0 0 0 0 0 0 36 0 0 0 0
-462 462 -126 -186 120 0 -220 -318 0 104 0 208 0 -228 52 300 0 0 96 -301 -120 296 0 272 0 0 105 0 232 0 0 0 0 0 104 0 140 0 0 12 0 0 0 0 0 0 0 0 0 0
-469 469 -128 -189 0 0 0 -324 0 106 220 212 0 -232 0 0 -301 0 0 0 0 304 -288 280 0 0 108 0 240 0 105 0 -168 0 0 0 0 -99 0 0 27 0 0 0 0 0 0 0 0 0
-476 476 -130 -192 122 0 0 -330 300 108 224 0 0 -236 53 306 -308 0 0 0 -123 312 -297 0 0 0 0 0 0 0 110 0 -174 0 0 0 147 0 0 0 0 -84 0 0 0 0 0 0 0 0
-483 483 -132 -195 124 0 -224 -336 305 0 228 216 0 -240 54 312 -315 0 98 -308 -126 320 -306 288 0 -280 0 155 248 0 0 0 -180 -95 112 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0
-490 490 -134 -198 126 0 -228 0 0 110 0 0 0 -244 0 318 -322 0 100 -315 -129 328 -315 296 0 -288 111 160 0 0 0 0 -186 -100 0 -63 0 0 57 0 0 0 0 0 0 0 0 9 0 0
-497 497 -136 -201 128 0 -232 -342 310 112 232 220 0 -248 55 324 0 0 102 -322 0 336 -324 304 0 0 114 165 256 0 115 -184 -192 0 0 0 154 0 0 13 0 0 0 0 0 0 0 0 0 0
-504 504 -138 -204 130 0 -236 -348 315 114 236 0 0 -252 56 0 -329 0 104 -329 -132 344 -333 312 0 0 0 170 264 0 0 -192 0 -105 0 0 0 0 0 0 33 0 0 0 0 0 0 12 0 0
-511 511 -140 -207 132 0 0 -354 320 116 240 224 0 0 0 330 -336 0 0 -336 -135 352 -342 320 0 -296 117 175 0 0 0 0 0 0 0 -66 0 0 0 0 36 0 0 0 0 0 0 0 0 0
-518 518 -142 0 134 0 -240 -360 325 118 244 0 0 -256 57 336 -343 0 106 -343 -138 360 0 328 0 -304 120 180 272 0 0 -200 -198 -110 0 0 0 0 60 0 0 0 0 0 -104 0 0 0 0 0
-525 525 -144 -210 136 0 -244 0 330 120 248 228 0 -260 0 342 0 0 0 0 0 0 -351 0 0 -312 0 185 280 0 120 0 0 0 0 0 0 0 0 0 0 0 135 0 0 0 0 0 0 0
-532 532 -146 -213 138 0 -248 -366 335 122 252 232 0 -264 0 0 -350 0 108 -350 0 0 -360 0 0 0 0 190 288 0 125 -208 0 -115 0 0 0 -108 0 0 0 0 144 0 -112 0 0 0 12 0
-539 539 -148 -216 140 0 -252 -372 340 124 256 0 0 0 0 0 0 0 110 0 -141 368 -369 0 0 0 0 195 296 0 0 -216 0 0 0 0 161 0 63 0 39 0 0 0 0 42 0 0 0 0
-546 546 -150 0 142 0 -256 -378 345 126 260 236 0 -268 58 348 0 0 0 -357 -144 376 -378 336 0 -320 123 0 304 0 130 0 0 -120 120 -69 0 0 0 0 0 0 153 0 0 48 0 0 18 0
-553 553 -152 0 144 0 -260 -384 350 128 264 0 0 -272 0 354 0 0 0 -364 0 0 -387 0 0 -328 0 200 0 0 0 0 -204 -125 128 -72 0 0 0 0 42 0 0 0 0 0 0 0 0 0
-560 560 -154 -219 146 0 -264 -390 355 0 268 240 0 -276 59 0 -357 0 112 0 0 0 -396 344 0 -336 0 0 0 0 135 0 0 0 0 -75 168 0 0 0 0 0 0 0 0 0 0 0 0 0
-567 567 -156 -222 148 0 -268 -396 0 130 272 0 0 -280 0 0 -364 0 0 0 0 384 -405 352 0 0 0 205 0 0 0 -224 0 -130 136 0 0 -117 0 14 0 0 0 98 0 0 0 0 0 0
-574 574 -158 -225 150 0 -272 -402 360 132 276 244 0 0 60 0 -371 0 0 -371 0 392 -414 360 0 -344 0 0 0 0 140 -232 0 -135 144 -78 0 0 0 0 0 -91 162 0 -120 0 0 0 0 0
-581 581 -160 -228 152 0 -276 -408 0 134 280 248 0 -284 61 360 0 0 114 -378 -147 400 -423 368 0 0 0 210 312 0 0 -240 -210 0 152 0 0 -126 0 0 45 0 171 0 0 0 0 0 0 0
-588 588 -162 -231 0 0 -280 -414 365 136 284 252 0 -288 62 366 -378 0 116 0 0 0 -432 376 0 -352 126 215 320 0 0 -248 -216 0 160 -81 0 -135 0 15 48 0 180 105 0 0 0 0 0 0
-595 595 -164 0 154 0 -284 -420 370 138 288 256 0 0 63 372 0 0 118 -385 -150 408 0 384 0 -360 0 0 328 0 0 0 0 -140 0 0 175 -144 0 0 0 0 0 0 0 0 0 0 0 0
-602 602 -166 -234 156 0 -288 -426 375 140 292 260 0 0 64 0 -385 0 120 0 -153 0 -441 392 0 -368 0 0 336 0 0 -256 -222 -145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-609 609 -168 -237 158 0 0 -432 380 142 296 264 0 -292 0 378 0 0 0 -392 -156 0 -450 0 0 -376 0 220 0 0 145 0 -228 0 0 0 182 -153 66 0 0 0 0 0 0 0 0 0 0 0
-616 616 -170 -240 160 0 -292 -438 385 144 300 268 0 -296 0 384 -392 0 122 -399 -159 416 -459 400 0 -384 0 0 0 0 150 0 0 0 168 0 189 0 0 0 51 -98 0 0 0 0 5 0 0 0
-623 623 -172 -243 162 0 -296 -444 390 146 304 0 0 -300 65 0 -399 0 0 -406 -162 0 -468 0 0 0 129 225 0 0 0 0 0 -150 0 -84 0 0 69 0 0 0 189 0 0 0 0 0 0 0
-630 630 -174 -246 164 0 -300 -450 395 148 308 272 0 -304 66 390 -406 0 0 0 0 0 -477 408 0 0 0 0 0 0 0 0 -234 0 0 -87 196 0 0 0 0 0 0 0 0 0 0 0 24 0
-637 637 -176 -249 166 0 -304 -456 400 150 0 276 0 0 67 396 -413 0 124 0 0 424 0 416 0 -392 0 230 344 0 0 0 0 -155 0 0 0 0 72 0 54 0 0 0 0 0 0 0 0 0
-644 644 -178 -252 168 0 -308 -462 0 152 312 0 0 -308 0 0 -420 0 126 -413 0 432 -486 424 0 0 132 235 352 0 0 0 -240 0 0 -90 0 0 0 16 0 0 0 0 0 0 6 0 0 0
-651 651 -180 -255 170 0 -312 -468 0 154 316 280 0 -312 0 402 -427 0 128 -420 -165 0 0 432 0 -400 135 240 0 0 0 0 -246 0 176 0 203 0 0 0 0 0 0 112 0 0 0 0 0 0
-658 658 -182 -258 172 0 -316 -474 405 156 320 0 0 -316 68 0 0 0 0 -427 0 0 0 440 0 0 0 245 360 0 0 0 -252 0 0 0 210 0 0 17 0 0 0 0 0 0 0 0 0 0
-665 665 -184 -261 174 0 -320 -480 0 0 324 284 0 -320 69 408 0 0 130 -434 -168 440 -495 448 0 0 138 0 0 0 0 0 0 0 0 0 217 0 0 0 57 0 0 0 -128 0 0 0 0 0
-672 672 -186 -264 176 0 -324 0 410 158 0 0 0 -324 0 0 -434 0 132 0 -171 448 -504 456 0 0 0 250 368 0 155 -264 -258 -160 0 0 224 -162 75 0 0 0 0 0 0 0 0 0 0 0
-679 679 -188 -267 178 0 -328 -486 415 160 328 288 0 -328 70 414 -441 0 134 0 0 456 -513 464 0 -408 0 0 0 0 0 -272 0 0 0 0 0 -171 0 0 0 0 0 0 -136 0 0 0 0 0
-686 686 -190 -270 180 0 -332 -492 420 162 332 292 0 -332 71 0 0 0 0 -441 0 464 -522 0 0 -416 141 0 0 0 0 0 -264 0 0 -93 0 -180 0 0 0 0 0 0 0 0 0 0 0 0
-693 693 -192 -273 0 0 -336 -498 425 0 336 296 0 -336 72 420 0 0 0 -448 -174 472 0 472 0 -424 0 0 0 0 160 0 -270 -165 0 0 231 0 0 0 0 0 198 0 0 0 0 0 0 0
-700 700 -194 -276 182 0 -340 -504 430 164 0 300 0 -340 0 0 -448 0 136 -455 -177 480 0 480 0 0 0 0 0 0 0 0 -276 0 184 0 0 0 0 0 0 0 207 119 0 0 0 0 0 0
-707 707 -196 -279 184 0 -344 -510 435 0 340 304 0 -344 73 0 -455 0 138 0 0 488 -531 488 0 -432 144 255 376 0 0 -280 0 0 192 0 238 0 0 0 0 0 0 0 0 0 0 0 0 0
-714 714 -198 0 186 0 -348 -516 440 166 344 308 0 -348 0 0 0 0 140 -462 0 496 0 496 0 -440 147 0 0 0 0 0 -282 0 200 0 0 0 0 0 0 0 0 126 0 0 0 0 0 0
-721 721 -200 -282 188 0 -352 -522 445 168 348 312 0 -352 74 426 -462 0 142 -469 -180 0 -540 0 0 -448 0 0 384 0 165 0 0 -170 0 -96 245 0 0 18 0 0 216 0 0 0 0 0 0 0
-728 728 0 -285 190 0 -356 -528 450 170 352 316 0 0 75 432 -469 0 144 -476 0 504 -549 504 0 -456 0 260 0 0 0 0 0 0 208 -99 252 0 78 19 0 0 0 0 0 0 0 0 0 0
-735 735 -202 -288 192 0 -360 -534 455 172 356 320 0 -356 0 438 0 0 146 -483 -183 0 0 512 0 0 150 0 0 0 0 0 0 -175 0 0 0 -189 0 20 0 -105 0 0 0 0 0 0 0 0
-742 0 -204 -291 194 0 -364 -540 460 174 360 0 0 -360 76 444 0 0 148 -490 -186 512 -558 0 0 0 153 0 392 0 0 -288 -288 0 0 0 0 0 0 21 0 -112 225 0 0 0 0 0 0 0
-749 742 -206 -294 196 0 0 -546 0 0 364 0 0 -364 0 450 -476 0 150 -497 0 520 0 520 0 -464 0 265 400 0 170 0 0 -180 0 0 0 0 81 0 0 -119 0 0 0 0 0 0 30 0
-756 749 -208 -297 198 0 -368 -552 0 0 368 324 0 0 77 456 0 0 152 -504 -189 528 -567 528 0 0 156 270 0 0 175 -296 0 -185 216 0 0 0 84 0 0 -126 0 133 0 0 0 0 0 0
-763 756 -210 -300 200 0 -372 -558 465 176 372 328 0 0 78 462 0 0 154 0 -192 0 -576 0 0 -472 159 0 408 0 180 0 0 0 0 0 259 0 87 0 0 0 0 0 0 0 0 0 0 0
-770 763 -212 -303 202 0 -376 -564 0 178 376 332 0 0 79 0 0 0 0 -511 -195 0 0 536 0 -480 162 275 0 0 0 -304 0 0 224 -102 0 0 90 0 0 -133 0 140 0 0 0 0 0 0
-777 770 -214 -306 0 0 -380 0 0 180 380 336 0 0 0 468 0 0 0 -518 0 0 -585 544 0 -488 165 0 0 0 185 0 0 -190 232 0 266 -198 0 0 0 -140 0 0 0 0 0 0 0 0
-784 777 -216 0 204 0 -384 -570 470 182 384 0 0 -368 80 474 -483 0 156 -525 -198 536 -594 0 0 -496 168 280 0 0 190 0 -294 0 0 0 0 0 93 0 0 0 234 0 0 0 7 0 0 0
-791 784 -218 -309 206 0 -388 -576 0 184 388 340 0 0 81 0 -490 0 158 -532 -201 0 -603 552 0 0 0 285 416 0 0 -312 0 0 0 0 0 -207 0 22 0 0 0 0 0 0 0 0 0 0
-798 791 -220 -312 208 0 -392 0 475 186 392 344 0 0 82 480 -497 0 0 -539 -204 0 -612 560 0 0 0 290 424 0 195 0 -300 0 240 0 0 0 0 0 0 0 0 147 0 0 0 0 0 0
-805 798 -222 -315 210 0 -396 -582 0 0 396 348 0 0 83 486 0 0 160 -546 -207 544 -621 0 0 0 0 295 432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 8 0 0 0
-812 805 -224 -318 212 0 -400 -588 480 188 400 352 0 -372 0 492 -504 0 162 -553 0 552 -630 0 0 0 0 0 0 0 0 0 -306 0 248 0 0 -216 0 23 0 0 0 0 0 0 0 0 0 0
-819 812 -226 -321 214 0 -404 -594 485 190 0 356 0 -376 0 498 -511 0 164 -560 0 0 -639 0 0 -504 171 0 0 0 0 -320 -312 0 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-826 819 -228 -324 216 0 -408 -600 490 0 0 0 0 0 84 0 -518 0 166 -567 -210 560 -648 568 0 0 174 300 0 0 200 -328 -318 -195 0 0 0 0 96 0 60 0 0 154 0 0 9 0 0 0
-833 826 -230 0 218 0 -412 -606 495 192 404 360 0 0 85 0 -525 0 0 0 0 0 0 0 0 0 0 305 440 0 205 0 0 0 264 -105 0 -225 0 0 0 0 0 0 0 0 0 0 0 0
-840 833 -232 0 220 0 -416 -612 0 0 408 364 0 0 86 0 0 0 168 -574 -213 568 -657 576 0 -512 0 0 0 0 0 -336 0 -200 272 0 0 -234 0 24 0 0 0 0 0 0 0 15 0 0
-847 840 0 -327 222 0 -420 -618 500 194 412 368 0 -380 87 0 -532 0 170 0 -216 576 0 0 0 -520 0 0 448 0 0 0 0 0 280 0 273 0 0 0 0 0 0 0 0 0 0 0 0 0
-854 847 -234 -330 224 0 -424 0 505 196 416 0 0 -384 88 504 -539 0 0 0 -219 0 0 584 0 0 177 0 456 0 0 0 0 -205 0 -108 0 0 0 0 0 -147 243 0 0 0 0 0 0 0
-861 854 -236 -333 226 0 -428 -624 510 198 420 372 0 0 89 0 -546 0 172 0 0 0 -666 592 0 0 0 310 464 0 210 0 -324 -210 288 0 280 0 0 0 0 -154 0 0 0 0 10 0 0 0
-868 861 -238 -336 228 0 -432 -630 515 200 424 376 0 -388 90 510 -553 0 0 0 0 584 -675 0 0 0 180 0 0 0 0 -344 0 0 296 0 0 0 0 0 0 -161 0 0 0 0 0 0 0 0
