1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
222 108 -231 -198 -198 -68 -1 210 -1 203 145 -182 -130 -1 171 -1 -92 -1 14 -1 168 -81 -1 -1 -7 18 -1 -1 -1 -1
228 111 -238 -204 -204 -70 -150 217 66 210 -1 -189 -135 161 -1 119 -1 -1 -1 45 176 -1 -56 -1 -1 -1 -1 -1 -1 -1
234 114 -245 -1 -210 -72 -155 224 69 -1 -1 -196 -140 -1 180 126 -1 51 -1 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1
240 117 -252 -210 -216 -74 -160 231 -1 217 150 -1 -1 -1 -1 -1 -96 -1 -1 -1 184 -90 -1 -1 -1 -1 -1 -1 -1 -1
246 120 -259 -216 -222 -76 -165 238 72 224 -1 -203 -145 168 -1 133 -100 -1 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
252 123 -266 -222 -228 -78 -170 245 75 231 155 -210 -150 -1 -1 -1 -104 54 -1 -1 -1 -1 -1 -44 -1 -1 -1 -1 -1 -1
258 126 -273 -228 -234 -1 -175 252 78 -1 160 -217 -155 -1 -1 -1 -108 -1 -1 48 192 -1 -1 -1 -1 -1 -1 -1 -1 -1
264 129 -1 -234 -240 -80 -1 -1 -1 238 -1 -1 -160 -1 -1 -1 -112 -1 -1 51 200 -1 -1 -48 -8 -1 -1 -1 -1 -1
270 132 -280 -240 -246 -82 -180 259 -1 245 -1 -1 -1 -1 189 -1 -1 -1 -1 -1 208 -1 -64 -1 -1 -1 -1 -1 -1 -1
276 135 -287 -246 -252 -84 -185 266 81 -1 165 -224 -1 175 198 -1 -116 -1 -1 -1 216 -1 -1 -1 -1 -1 -27 -1 -1 -1
282 138 -294 -252 -258 -86 -190 -1 84 -1 170 -231 -1 182 -1 140 -120 57 -1 -1 -1 -1 -1 -52 -1 -1 -1 -1 -1 -1
288 141 -301 -258 -264 -1 -195 273 -1 -1 175 -1 -1 189 -1 147 -1 -1 16 54 224 -99 -72 -56 -1 -1 -1 -1 -1 -1
294 144 -308 -264 -270 -1 -1 280 87 252 -1 -238 -1 196 207 -1 -1 -1 -1 57 232 -1 -1 -1 -1 -1 -1 -1 -1 -1
300 147 -315 -270 -276 -88 -200 287 -1 -1 180 -245 -1 203 216 154 -1 -1 -1 -1 -1 -1 -1 -60 -1 -1 -1 -1 -1 27
306 150 -322 -276 -282 -90 -205 294 90 259 -1 -1 -165 210 -1 161 -1 60 17 -1 -1 -1 -80 -1 -1 -1 -1 -1 -1 -1
312 153 -329 -282 -1 -92 -1 301 93 266 185 -252 -170 217 225 -1 -124 63 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 -1 -1
318 156 -1 -288 -1 -94 -1 308 96 273 190 -259 -1 224 234 168 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
324 159 -336 -294 -288 -96 -210 315 99 280 195 -266 -1 231 -1 175 -1 -1 -1 -1 -1 -1 -1 -64 -1 -1 -1 -1 -1 -1
330 162 -343 -300 -294 -98 -215 322 102 287 -1 -273 -175 238 243 182 -128 -1 18 60 -1 -1 -1 -1 -9 -1 -1 -1 -1 -1
336 165 -350 -306 -300 -1 -1 -1 105 294 200 -1 -180 -1 252 189 -1 -1 -1 -1 -1 -108 -88 -1 -1 -1 -1 -1 -1 -1
342 168 -357 -312 -306 -100 -220 329 108 301 205 -280 -1 245 261 196 -132 -1 -1 63 240 -1 -1 -1 -1 -1 -1 -1 -1 -1
348 171 -364 -318 -312 -102 -1 336 111 308 -1 -287 -185 252 -1 -1 -1 66 -1 -1 -1 -1 -1 -1 -10 -1 -30 -1 -1 -1
354 174 -371 -324 -1 -104 -225 343 114 -1 210 -294 -190 -1 270 -1 -1 -1 -1 -1 -1 -117 -1 -68 -1 -1 -33 12 -1 -1
360 177 -378 -1 -318 -106 -1 -1 117 315 215 -301 -195 259 -1 203 -1 69 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1
366 180 -385 -330 -1 -108 -230 350 120 322 220 -1 -200 266 -1 210 -136 72 -1 -1 -1 -126 -1 -76 -1 -1 -1 -1 -1 -1
372 183 -392 -336 -324 -110 -235 -1 123 -1 225 -1 -205 273 -1 217 -1 -1 -1 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1 -1
378 186 -399 -342 -330 -1 -240 -1 126 -1 -1 -308 -1 280 -1 224 -1 75 -1 -1 -1 -135 -1 -1 -1 -1 -1 -1 -1 -1
384 189 -406 -348 -1 -112 -245 -1 129 329 230 -1 -1 -1 279 231 -140 78 -1 -1 248 -144 -104 -1 -11 27 -1 -1 -1 -1
390 192 -413 -354 -336 -1 -1 357 132 336 235 -315 -210 287 288 238 -144 -1 -1 66 -1 -1 -112 -1 -12 -1 -1 -1 -1 -1
396 195 -420 -360 -342 -114 -1 364 -1 -1 240 -1 -1 294 297 -1 -148 -1 -1 69 256 -153 -120 -80 -1 -1 -36 -1 -1 -1
402 198 -427 -366 -348 -116 -250 371 135 -1 245 -1 -215 301 306 245 -1 -1 -1 72 264 -1 -1 -1 -1 -1 -1 -1 -1 -1
408 201 -434 -372 -354 -1 -255 378 138 343 250 -322 -220 308 315 252 -152 81 -1 75 -1 -1 -128 -1 -1 -1 -1 -1 -1 -1
414 204 -441 -1 -360 -1 -260 -1 141 -1 255 -329 -225 315 324 -1 -1 84 19 78 272 -1 -1 -1 -1 -1 -1 -1 -1 -1
420 207 -448 -378 -366 -1 -265 -1 144 350 -1 -336 -230 -1 333 -1 -156 -1 -1 -1 280 -1 -136 -1 -1 -1 -1 -1 -1 -1
426 210 -455 -1 -372 -1 -270 385 147 357 -1 -1 -1 322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
432 213 -462 -1 -378 -118 -275 392 150 364 260 -1 -235 329 342 -1 -160 87 -1 81 -1 -1 -1 -1 -13 36 -1 -1 -1 -1
438 216 -469 -384 -384 -120 -280 399 -1 371 265 -1 -240 336 351 259 -1 90 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
444 219 -476 -390 -390 -122 -285 406 153 378 270 -343 -245 -1 360 -1 -1 -1 -1 84 -1 -162 -144 -1 -1 -1 -1 -1 -1 -1
450 222 -483 -396 -396 -124 -1 413 156 385 -1 -350 -250 -1 369 -1 -164 -1 21 -1 288 -1 -1 -1 -1 -1 -39 -1 -1 -1
456 225 -490 -402 -402 -126 -290 -1 -1 -1 275 -357 -1 -1 378 -1 -168 -1 -1 -1 -1 -1 -152 -1 -1 -1 -1 -1 -1 -1
462 228 -497 -408 -408 -128 -295 420 159 -1 280 -1 -255 -1 -1 -1 -1 93 -1 -1 296 -171 -1 -1 -1 -1 -1 -1 -1 -1
468 231 -504 -414 -414 -1 -300 -1 162 392 285 -364 -260 343 -1 -1 -172 96 22 -1 -1 -1 -1 -1 -14 45 -1 -1 -1 -1
474 234 -511 -420 -420 -1 -305 -1 165 -1 290 -1 -265 350 387 266 -176 -1 -1 87 -1 -1 -160 -1 -1 54 -1 -1 -1 -1
480 237 -518 -426 -426 -130 -1 427 168 399 295 -371 -270 357 396 273 -180 99 -1 -1 -1 -180 -168 -1 -1 -1 -1 -1 -1 -1
486 240 -525 -1 -432 -132 -310 -1 171 406 -1 -378 -275 364 405 -1 -1 -1 23 90 304 -189 -1 -1 -1 -1 -1 -1 -1 -1
492 243 -532 -432 -1 -1 -315 434 174 -1 300 -385 -1 371 414 280 -184 -1 -1 -1 -1 -1 -176 -1 -1 -1 -1 -1 -1 -1
498 246 -539 -438 -438 -134 -320 441 177 413 305 -1 -1 -1 -1 -1 -1 102 24 93 -1 -198 -1 -84 -1 -1 -42 -1 -1 -1
504 249 -546 -444 -444 -136 -325 448 180 420 310 -392 -280 378 423 -1 -188 -1 25 -1 -1 -207 -1 -88 -1 63 -1 -1 -1 -1
510 252 -553 -450 -450 -138 -1 455 183 -1 -1 -1 -285 -1 432 287 -1 105 -1 96 312 -216 -1 -92 -1 -1 -1 14 -1 -1
516 255 -560 -456 -1 -140 -330 462 186 427 -1 -399 -1 385 441 -1 -192 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
522 258 -567 -462 -456 -142 -335 469 189 434 315 -406 -290 392 450 -1 -1 108 -1 -1 -1 -225 -184 -1 -1 -1 -45 -1 -1 -1
528 261 -574 -468 -462 -144 -340 476 192 441 -1 -1 -1 399 -1 294 -1 -1 -1 -1 320 -234 -1 -1 -15 -1 -1 -1 -1 -1
534 264 -581 -474 -1 -146 -345 483 195 448 320 -1 -295 -1 459 301 -1 -1 -1 99 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1
540 267 -588 -480 -468 -148 -350 490 198 455 325 -1 -1 406 -1 308 -196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
546 270 -595 -486 -474 -1 -355 497 -1 -1 330 -1 -300 -1 -1 315 -200 111 26 -1 -1 -1 -192 -100 -1 -1 -1 -1 -1 -1
552 273 -602 -492 -480 -1 -360 504 201 462 335 -1 -305 -1 -1 322 -1 -1 -1 102 -1 -1 -1 -104 -1 -1 -1 -1 -1 -1
558 276 -609 -498 -486 -150 -365 -1 -1 -1 -1 -413 -310 413 468 -1 -1 114 -1 105 -1 -1 -200 -1 -1 72 -1 -1 -1 -1
564 279 -616 -504 -492 -1 -370 511 204 -1 340 -1 -1 420 477 329 -1 -1 27 -1 -1 -243 -1 -1 -1 81 -1 -1 -1 -1
570 282 -623 -510 -498 -152 -375 -1 207 -1 345 -420 -1 -1 -1 -1 -1 -1 28 108 328 -252 -1 -1 -1 -1 -1 -1 -1 -1
576 285 -630 -516 -504 -154 -380 -1 210 -1 350 -427 -315 427 -1 336 -204 -1 29 111 336 -1 -1 -108 -1 90 -1 16 -1 -1
582 288 -637 -522 -510 -1 -385 518 213 469 355 -434 -320 434 -1 343 -208 -1 -1 114 -1 -261 -208 -1 -1 -1 -1 -1 -1 -1
588 291 -644 -528 -516 -156 -390 -1 216 476 -1 -1 -325 441 -1 350 -1 117 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
594 294 -651 -534 -522 -158 -1 525 -1 483 360 -441 -1 448 486 357 -1 120 -1 -1 344 -1 -1 -112 -1 -1 -48 -1 -1 -1
600 297 -658 -540 -528 -160 -395 532 -1 490 -1 -448 -1 455 495 -1 -212 -1 31 -1 -1 -1 -1 -116 -1 -1 -1 -1 -1 -1
606 300 -665 -546 -534 -162 -1 539 219 497 365 -1 -330 -1 -1 364 -216 -1 32 117 -1 -1 -216 -1 -1 -1 -1 -1 -1 -1
612 303 -672 -552 -540 -164 -400 546 222 -1 370 -1 -335 462 504 371 -220 -1 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
618 306 -679 -558 -546 -166 -405 553 225 -1 -1 -455 -1 -1 513 -1 -224 123 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
624 309 -686 -564 -552 -1 -410 -1 228 504 -1 -462 -1 469 522 -1 -228 -1 -1 -1 -1 -270 -1 -1 -1 -1 -1 -1 -1 -1
630 312 -693 -570 -558 -168 -415 560 231 -1 375 -1 -1 476 -1 -1 -1 -1 -1 120 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
636 315 -700 -1 -1 -170 -420 567 234 511 -1 -469 -340 -1 -1 378 -1 -1 -1 -1 -1 -1 -224 -1 -16 -1 -1 -1 -1 -1
642 318 -707 -576 -564 -172 -425 574 237 518 -1 -476 -1 483 -1 385 -232 126 34 123 -1 -1 -1 -1 -1 -1 -1 18 -1 -1
648 321 -714 -582 -570 -174 -430 581 240 525 380 -483 -345 -1 -1 392 -236 -1 -1 -1 -1 -1 -1 -120 -1 99 -1 -1 -3 -1
654 324 -721 -588 -576 -1 -435 -1 243 532 385 -490 -1 490 531 399 -1 -1 -1 -1 352 -279 -1 -1 -1 -1 -1 -1 -1 -1
660 327 -728 -594 -582 -176 -440 -1 246 539 390 -497 -350 497 -1 -1 -1 129 35 126 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
666 330 -735 -600 -588 -1 -445 588 249 546 -1 -1 -1 504 -1 406 -1 -1 36 -1 360 -288 -1 -1 -1 -1 -51 -1 -1 -1
672 333 -742 -606 -1 -178 -450 595 252 -1 395 -504 -1 511 540 413 -1 -1 -1 -1 -1 -1 -1 -1 -17 108 -1 -1 -4 -1
678 336 -749 -612 -1 -180 -455 602 255 553 400 -511 -355 -1 549 -1 -1 132 37 -1 -1 -1 -232 -1 -1 -1 -1 -1 -1 -1
684 339 -756 -618 -594 -1 -460 609 258 560 405 -518 -360 518 558 420 -1 -1 -1 129 368 -1 -240 -1 -1 -1 -1 -1 -1 -1
690 342 -763 -624 -600 -1 -465 -1 261 567 -1 -525 -365 -1 567 -1 -1 135 38 132 376 -297 -1 -1 -1 -1 -1 -1 -1 -1
696 345 -770 -630 -606 -182 -470 616 264 574 410 -1 -370 525 576 427 -1 -1 -1 -1 -1 -1 -248 -1 -1 -1 -1 -1 -5 -1
702 348 -777 -636 -612 -184 -475 623 267 581 -1 -532 -1 532 585 -1 -240 138 -1 135 384 -1 -256 -124 -1 -1 -54 -1 -1 -1
708 351 -784 -642 -618 -186 -480 630 -1 588 415 -539 -375 -1 594 434 -1 141 -1 138 392 -1 -1 -1 -1 -1 -1 -1 -1 -1
714 354 -791 -648 -624 -188 -485 637 -1 595 420 -546 -380 -1 603 441 -1 144 -1 141 400 -1 -264 -1 -1 117 -1 -1 -6 -1
720 357 -798 -654 -630 -190 -490 644 270 602 425 -1 -385 -1 -1 448 -1 -1 39 -1 -1 -306 -1 -1 -1 -1 -1 20 -1 -1
726 360 -805 -1 -1 -1 -1 651 273 -1 430 -1 -390 -1 612 -1 -1 147 40 -1 -1 -1 -1 -1 -1 -1 -57 -1 -1 -1
732 363 -1 -1 -636 -1 -495 -1 276 609 435 -1 -395 539 -1 -1 -244 -1 -1 144 408 -315 -272 -1 -1 126 -1 22 -1 -1
738 366 -812 -660 -642 -192 -500 -1 -1 616 440 -553 -1 -1 621 -1 -1 150 41 147 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
744 369 -819 -666 -648 -194 -1 658 279 623 -1 -560 -400 -1 630 455 -1 -1 -1 150 -1 -1 -1 -1 -1 -1 -1 24 -1 -1
750 372 -826 -672 -654 -1 -1 665 282 630 445 -567 -405 -1 639 462 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
756 375 -833 -678 -660 -196 -505 672 -1 -1 450 -1 -1 -1 648 -1 -1 153 42 -1 -1 -1 -280 -1 -1 -1 -1 26 -1 -1
762 378 -840 -684 -666 -1 -510 679 285 -1 455 -574 -410 546 657 -1 -248 156 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
768 381 -847 -690 -1 -198 -515 -1 288 637 -1 -581 -415 -1 -1 469 -1 159 44 153 -1 -1 -1 -1 -1 -1 -1 -1 -1 36
774 384 -854 -696 -672 -200 -520 -1 291 -1 460 -588 -420 553 -1 -1 -1 162 -1 156 -1 -1 -1 -1 -1 -1 -1 -1 -1 45
780 387 -861 -702 -678 -202 -1 -1 294 -1 465 -595 -1 -1 -1 -1 -252 -1 45 -1 -1 -1 -1 -1 -1 135 -1 -1 -1 -1
786 390 -868 -708 -684 -204 -525 686 297 644 470 -602 -425 -1 666 -1 -256 -1 46 159 416 -324 -1 -1 -1 -1 -1 -1 -1 -1
792 393 -875 -714 -690 -1 -530 693 300 651 475 -1 -430 -1 675 -1 -260 -1 -1 -1 -1 -333 -1 -128 -1 144 -1 -1 -7 -1
798 396 -882 -720 -696 -206 -535 700 303 658 -1 -1 -435 -1 684 476 -264 165 47 162 424 -342 -288 -1 -1 153 -1 -1 -8 -1
804 399 -889 -1 -1 -208 -540 707 306 665 480 -609 -440 -1 693 483 -268 -1 -1 -1 432 -1 -1 -132 -1 -1 -1 28 -1 -1
810 402 -896 -726 -702 -1 -545 -1 -1 672 485 -616 -445 -1 -1 -1 -272 168 48 165 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
816 -1 -903 -732 -708 -210 -550 714 -1 -1 -1 -1 -1 560 -1 -1 -276 -1 49 168 440 -1 -1 -1 -1 -1 -1 -1 -1 -1
822 405 -910 -738 -714 -212 -555 721 309 679 490 -623 -450 -1 -1 -1 -1 171 50 171 -1 -1 -296 -136 -1 -1 -1 -1 -1 -1
828 408 -917 -744 -720 -214 -1 -1 312 686 -1 -630 -1 567 702 490 -1 -1 -1 -1 -1 -1 -304 -140 -1 162 -60 -1 -1 -1
834 411 -924 -750 -726 -216 -560 728 315 693 495 -637 -455 574 711 -1 -280 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
840 414 -931 -756 -732 -218 -1 735 318 -1 500 -644 -1 -1 720 497 -284 174 51 -1 -1 -1 -1 -1 -18 -1 -1 -1 -1 -1
846 417 -938 -762 -738 -220 -565 742 -1 700 -1 -1 -460 -1 -1 -1 -1 -1 52 -1 448 -351 -1 -1 -19 -1 -1 -1 -1 -1
852 420 -945 -768 -744 -222 -570 749 321 -1 505 -651 -465 -1 729 -1 -288 -1 -1 174 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
858 423 -952 -1 -750 -224 -575 756 -1 -1 510 -1 -470 -1 738 -1 -1 -1 -1 -1 -1 -1 -312 -144 -1 -1 -1 30 -1 -1
864 426 -959 -1 -756 -226 -580 763 324 707 515 -1 -475 -1 -1 504 -1 -1 -1 177 456 -1 -1 -1 -1 -1 -1 -1 -1 -1
870 429 -966 -774 -762 -1 -585 770 327 714 520 -658 -480 581 747 511 -1 -1 -1 180 -1 -360 -1 -1 -1 -1 -1 -1 -1 -1
876 432 -973 -780 -1 -1 -590 -1 330 -1 -1 -665 -485 588 756 518 -292 -1 53 183 464 -369 -1 -1 -1 -1 -1 -1 -1 54
882 435 -980 -786 -768 -228 -595 777 -1 721 525 -1 -490 -1 -1 -1 -296 -1 54 186 -1 -378 -320 -148 -1 171 -1 -1 -1 -1
888 438 -987 -792 -774 -1 -600 -1 333 728 -1 -1 -1 595 -1 -1 -1 177 -1 -1 -1 -1 -328 -1 -20 -1 -1 -1 -1 -1
894 441 -994 -798 -1 -1 -605 784 336 735 530 -1 -495 -1 765 525 -1 -1 55 189 472 -1 -1 -1 -1 -1 -1 -1 -1 -1
900 444 -1001 -804 -780 -230 -610 791 339 742 535 -1 -1 602 774 -1 -300 -1 -1 192 480 -387 -1 -1 -1 -1 -1 32 -1 -1
906 447 -1008 -810 -1 -232 -1 798 -1 -1 540 -1 -500 609 783 532 -304 -1 56 -1 -1 -1 -1 -1 -1 -1 -63 -1 -1 -1
912 450 -1015 -816 -786 -234 -615 805 342 749 545 -672 -505 616 792 -1 -1 -1 57 195 -1 -396 -1 -1 -1 -1 -1 -1 -1 -1
918 453 -1022 -1 -792 -236 -620 -1 345 -1 550 -679 -1 623 -1 539 -308 -1 -1 198 488 -1 -336 -1 -1 -1 -1 34 -1 -1
924 456 -1029 -822 -798 -238 -625 812 348 -1 -1 -686 -510 630 -1 546 -312 180 -1 -1 -1 -1 -344 -1 -1 -1 -1 -1 -1 -1
930 459 -1036 -1 -804 -240 -630 819 -1 -1 -1 -1 -1 637 -1 553 -1 183 -1 201 496 -405 -1 -1 -1 -1 -1 -1 -1 -1
936 462 -1043 -828 -810 -1 -635 826 351 756 555 -1 -1 644 801 560 -316 186 58 -1 -1 -1 -1 -1 -1 -1 -66 -1 -1 -1
942 465 -1050 -834 -816 -242 -1 -1 354 763 560 -1 -1 651 810 -1 -320 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
948 468 -1057 -840 -1 -1 -640 833 357 770 -1 -693 -515 658 819 567 -324 -1 59 -1 504 -1 -1 -1 -1 -1 -1 -1 -1 63
954 471 -1 -1 -822 -244 -645 -1 -1 -1 -1 -700 -1 -1 -1 -1 -328 189 -1 204 -1 -1 -1 -1 -21 -1 -69 -1 -1 -1
960 474 -1064 -846 -828 -246 -1 840 360 -1 565 -707 -1 665 -1 574 -1 -1 -1 -1 -1 -1 -1 -1 -22 -1 -1 -1 -1 -1
966 477 -1071 -1 -834 -248 -650 847 363 777 570 -714 -1 672 -1 -1 -1 -1 -1 -1 512 -1 -1 -152 -1 -1 -72 -1 -1 -1
972 480 -1078 -852 -1 -1 -655 854 366 784 -1 -721 -1 679 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
978 483 -1085 -858 -840 -250 -660 -1 369 791 575 -728 -520 686 -1 581 -1 192 60 207 520 -1 -1 -1 -1 -1 -1 -1 -1 -1
984 486 -1092 -864 -846 -252 -665 -1 372 798 -1 -1 -525 693 828 -1 -332 -1 61 -1 -1 -1 -1 -156 -1 -1 -1 -1 -1 -1
990 489 -1099 -870 -852 -254 -670 861 375 805 580 -735 -530 -1 837 -1 -1 195 -1 -1 528 -1 -1 -1 -1 -1 -1 -1 -1 -1
996 492 -1106 -876 -858 -256 -675 -1 -1 812 585 -742 -535 700 846 -1 -336 -1 -1 210 536 -1 -1 -1 -1 -1 -1 -1 -1 -1
1002 495 -1113 -882 -1 -258 -680 -1 378 819 590 -749 -540 -1 855 588 -1 198 62 -1 -1 -414 -1 -1 -1 -1 -1 36 -1 -1
1008 498 -1120 -888 -864 -260 -685 868 381 -1 -1 -1 -545 707 864 595 -1 201 -1 -1 -1 -1 -352 -1 -1 -1 -1 -1 -1 -1
