1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
-56 -98 39 126 13 91 60 0 11 -98 117 0 -91 -65 -91 0 -84 -77 0 -96 22 -10 8 0 54 -72 0 0 9 -26 0 50 0 0 0 21 44 0 77 0 50 0 0 0 0 -30 0 0 0 24 0 -20 0 0 0 0 -32 21 0 0 -36 0 0 7 0 7 0 0 18 27 0 0 0 0 0 0 0 0 0 0 0 -9 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-60 -105 42 135 14 98 65 -78 12 -105 126 -22 -98 -70 -98 12 -91 -84 0 -104 24 0 9 0 0 -80 0 55 0 -28 0 0 99 11 32 0 48 0 0 0 0 0 0 0 7 0 0 54 54 0 0 -24 0 0 0 0 -36 24 0 0 -45 0 0 0 0 0 0 9 0 36 0 0 0 0 0 0 0 0 0 0 0 0 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-64 -112 45 144 15 105 70 -84 0 -112 135 -24 -105 -75 -105 13 -98 -91 0 -112 0 0 10 0 0 -88 0 60 10 -30 0 0 0 0 36 28 52 -64 84 0 55 60 0 72 0 0 0 63 0 0 0 0 -36 30 0 0 0 0 0 0 -54 0 0 8 0 0 -16 0 0 45 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
-68 -119 48 153 16 112 75 -90 13 -119 144 -26 -112 -80 -112 14 0 -98 0 -120 26 -11 11 0 60 -96 0 65 11 -32 0 55 108 12 40 35 56 0 91 0 60 0 0 81 0 0 0 72 63 28 0 -28 0 0 0 0 -40 27 8 0 0 0 0 0 6 0 0 12 21 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-72 -126 51 162 17 119 80 -96 14 -126 153 -28 -119 -85 -119 15 -105 -105 0 -128 28 0 12 0 0 -104 0 70 12 -34 0 60 0 0 44 42 60 -72 98 0 0 0 0 90 8 -35 0 81 72 32 0 -32 0 0 0 0 -44 0 0 0 -63 0 0 0 7 0 0 0 0 0 0 0 -24 0 0 0 0 16 0 -24 0 0 -16 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-76 -133 54 171 18 126 85 -102 15 -133 162 -30 -126 -90 -126 16 -112 -112 0 0 30 -12 13 0 66 0 0 75 13 -36 0 65 117 13 48 49 64 -80 0 0 0 66 0 99 0 0 0 0 0 0 30 0 -40 35 0 0 -48 30 0 0 -72 0 0 0 8 8 0 0 0 54 0 6 0 0 0 0 0 0 0 -32 0 0 -24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-80 -140 57 180 19 133 90 -108 16 -140 171 -32 -133 -95 0 17 -119 -119 0 -136 32 -13 14 0 0 0 0 80 14 -38 0 70 126 14 0 56 68 -88 0 0 0 0 0 108 0 0 0 0 81 36 0 0 -44 40 0 0 0 0 0 0 -81 0 0 0 0 0 -24 15 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 -12 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
-84 -147 60 189 20 140 95 -114 17 -147 180 -34 -140 0 -133 18 -126 -126 0 0 34 -14 15 0 0 0 0 0 15 -40 0 75 135 15 52 0 72 -96 105 0 65 72 0 117 0 -40 0 90 0 40 0 -36 0 0 0 8 0 0 0 0 0 0 0 9 0 0 -32 0 0 0 0 0 0 0 0 0 0 20 -32 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0
-88 -154 63 0 21 147 100 -120 18 -154 189 -36 -147 -100 -140 19 -133 0 0 -144 0 -15 16 0 72 -112 0 85 16 0 0 0 144 16 0 0 76 -104 112 0 0 78 0 126 9 -45 0 99 90 0 36 0 -48 0 0 0 -52 33 0 0 -90 0 0 0 9 9 0 0 0 63 0 7 0 0 0 0 0 0 0 0 0 0 -32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -48 0
-92 -161 66 198 22 154 105 -126 19 -161 198 -38 -154 -105 -147 20 -140 -133 0 -152 36 0 0 0 78 -120 0 0 17 -42 0 0 0 17 56 63 80 0 119 0 70 0 0 0 10 -50 0 108 0 44 42 -40 -52 0 0 0 0 0 0 0 -99 0 0 0 10 0 -40 0 24 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 0 0 8 0 0 0 0 0 0 0 0 0 0 0
-96 -168 69 207 23 161 110 -132 20 -168 207 0 0 -110 -154 21 -147 -140 0 0 38 -16 17 0 84 0 0 90 18 0 0 80 153 0 60 70 0 -112 126 0 75 84 0 135 0 -55 0 0 99 48 0 0 0 45 0 0 -56 36 10 0 0 0 0 0 0 0 0 18 0 72 0 0 -28 0 0 0 0 24 0 0 0 0 -40 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-100 -175 72 216 24 168 115 -138 21 -175 216 -40 -161 -115 -161 22 -154 0 0 -160 40 -17 18 0 90 -128 0 95 19 0 0 85 162 18 0 77 0 -120 133 0 80 90 0 0 0 -60 0 117 0 52 0 -44 0 50 0 0 -60 0 12 0 0 -2 0 0 0 10 -48 0 27 81 0 9 0 0 0 0 0 0 0 0 54 0 0 -16 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0
-104 -182 75 225 25 175 120 -144 22 -182 0 -42 -168 -120 -168 23 -161 -147 0 -168 42 -18 0 0 96 -136 0 0 20 0 0 0 0 19 64 0 0 0 0 0 85 96 0 0 0 -65 0 126 0 56 0 -48 -56 55 0 0 0 0 0 0 0 0 0 10 0 0 0 0 30 0 0 0 -32 0 0 0 0 28 0 0 63 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-108 -189 78 234 26 182 125 -150 23 -189 225 -44 -175 -125 -175 24 -168 -154 0 -176 44 0 19 0 102 0 0 100 0 0 0 90 171 20 68 84 84 -128 140 0 0 102 0 144 0 0 0 0 108 60 48 -52 0 60 0 9 -64 39 0 0 0 0 0 0 0 11 -56 0 0 0 0 10 0 0 0 0 0 0 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-112 -196 81 243 27 189 130 -156 24 0 0 -46 -182 0 -182 25 -175 -161 0 -184 46 -19 20 0 108 -144 0 105 21 -44 0 95 180 21 72 91 88 -136 147 0 90 0 0 0 11 -70 0 135 117 64 54 -56 -60 0 0 0 -68 0 14 0 0 0 0 11 11 0 -64 0 0 90 0 0 0 0 0 0 0 0 0 0 0 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-116 -203 84 252 28 196 135 -162 25 -196 234 -48 -189 0 0 26 0 -168 0 -192 48 0 21 0 114 -152 0 0 22 -46 0 0 189 0 76 98 0 -144 154 0 95 0 0 0 0 0 0 144 0 0 60 -60 0 0 0 10 0 42 0 0 0 -3 0 12 12 0 0 0 0 99 0 0 0 0 0 0 0 0 -8 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-120 -210 87 261 29 203 140 -168 26 -203 243 -50 -196 -130 -189 27 -182 0 0 -200 50 -20 22 0 120 -160 0 0 23 -48 0 100 198 22 80 105 92 -152 0 0 0 108 0 0 0 -75 0 0 0 0 66 -64 -64 65 0 0 0 45 16 0 -108 -4 0 0 0 0 0 0 0 0 0 11 0 -20 0 0 0 32 -12 0 0 0 0 -20 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0
-124 -217 90 270 30 210 145 -174 27 -210 252 0 -203 -135 -196 28 -189 -175 0 -208 0 -21 0 0 126 -168 0 110 24 -50 0 105 0 23 84 112 0 -160 0 0 0 114 0 0 0 0 0 153 126 0 72 0 0 0 0 0 -72 48 18 0 0 0 0 0 0 12 0 0 33 0 0 12 0 0 0 0 0 0 -16 -40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-128 -224 93 279 31 217 150 -180 28 -217 261 0 -210 -140 -203 29 -196 -182 0 -216 0 -22 23 0 132 -176 0 115 25 -52 0 110 207 24 88 0 96 0 161 0 100 120 0 0 12 0 0 0 135 0 0 0 0 0 0 11 -76 51 20 0 -117 0 0 0 0 0 -72 0 36 0 0 0 -36 0 0 0 0 0 0 -48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-132 -231 96 288 32 224 155 -186 29 -224 270 -52 -217 -145 0 30 -203 -189 0 -224 0 0 24 0 0 -184 0 0 0 0 0 0 0 25 92 119 100 -168 168 0 0 0 0 0 13 -80 0 0 144 0 78 0 0 0 0 12 0 54 0 0 0 -5 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 -20 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 19
-136 -238 99 297 33 231 160 -192 30 0 279 -54 -224 -150 -210 31 -210 -196 0 -232 52 -23 25 0 138 -192 0 0 26 -54 0 0 216 0 96 0 104 -176 175 0 105 126 0 0 14 0 0 162 153 68 0 0 0 70 0 13 -80 57 22 0 0 0 0 13 0 0 0 0 0 108 0 13 0 -25 0 0 0 36 0 0 81 0 -48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-140 -245 102 306 34 238 165 -198 31 -231 288 -56 -231 0 -217 32 -217 -203 0 0 54 -24 26 0 144 0 0 120 27 -56 0 115 225 0 100 126 108 -184 182 0 110 0 0 153 0 -85 0 171 162 72 0 0 0 0 0 0 -84 60 24 0 -126 0 0 14 13 0 -80 0 42 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0
-144 -252 105 315 35 245 170 -204 32 -238 297 -58 -238 -155 -224 0 -224 0 0 -240 56 -25 0 0 150 -200 0 125 0 -58 0 120 234 0 0 133 0 0 189 0 115 132 0 162 15 -90 0 0 0 76 0 -68 -68 75 0 0 0 63 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -30 0 0 0 0 0 -56 0 0 0 0 25 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0
-148 -259 108 324 36 252 175 -210 33 -245 306 -60 -245 0 -231 33 -231 -210 0 -248 58 -26 27 0 156 0 0 130 28 0 0 125 243 26 104 140 112 -192 196 0 0 138 0 0 0 -95 0 0 171 0 0 -72 -72 80 0 14 0 66 0 0 0 0 0 15 0 0 -88 0 0 117 0 0 -40 0 0 0 0 40 0 0 0 -27 -56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-152 -266 111 333 37 259 180 -216 34 -252 315 -62 -252 -160 -238 34 -238 0 0 -256 60 -27 28 0 162 -208 0 135 29 -60 0 130 0 0 0 147 116 -200 203 0 0 144 0 0 16 0 0 0 180 80 0 0 0 0 0 0 0 69 0 0 0 -6 0 0 14 0 0 0 45 0 0 0 0 -35 0 0 0 0 0 0 90 0 0 0 0 0 45 0 24 0 0 0 0 0 0 0 0 0 0 0
-156 -273 114 342 38 266 185 -222 35 -259 324 -64 -259 -165 0 0 -245 -217 0 0 62 -28 29 0 168 -216 0 0 30 -62 0 135 252 27 108 154 120 0 210 0 120 0 0 0 17 0 0 180 0 0 84 0 0 85 0 15 0 0 28 0 0 -7 0 16 0 0 -96 21 0 0 0 0 0 -40 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 3 0 0 0 0 0
-160 -280 117 351 39 273 190 -228 36 -266 333 0 0 -170 0 35 -252 -224 0 0 64 -29 30 0 174 -224 0 140 31 -64 0 0 261 28 112 161 124 -208 217 0 0 0 0 171 0 -100 0 189 189 84 90 0 0 0 0 0 0 72 30 0 0 -8 0 17 0 13 0 0 48 0 0 0 0 -45 0 0 0 44 0 0 0 0 -64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-164 -287 120 360 40 280 195 -234 37 -273 342 -66 -266 -175 -245 0 -259 0 0 -264 0 -30 31 0 180 0 0 145 32 -66 0 0 270 0 0 168 0 0 224 0 125 0 0 180 18 -105 0 198 0 88 96 -76 0 0 0 0 -88 75 32 0 -135 -9 0 18 0 14 0 0 51 0 0 0 0 0 0 0 0 0 0 -64 0 0 -72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-168 -294 123 369 41 287 200 -240 38 0 351 -68 -273 -180 0 36 -266 -231 0 -272 66 0 32 0 186 0 0 150 33 -68 0 140 0 29 0 175 128 -216 0 0 130 150 0 189 19 -110 0 0 0 92 102 0 -76 90 0 16 0 78 34 0 0 0 0 0 0 15 0 0 54 0 0 0 0 0 0 0 0 48 -24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
-172 -301 126 378 42 294 205 -246 39 -280 360 -70 -280 -185 -252 37 -273 -238 0 -280 68 -31 0 0 192 0 0 155 34 0 0 145 279 30 0 182 0 -224 231 0 135 0 0 198 0 0 0 0 198 96 0 -80 -80 95 0 0 0 0 0 0 -144 0 0 0 0 16 0 0 0 0 0 0 -44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 0 0 0 0 0 0 0 0
-176 -308 129 387 43 301 210 -252 40 -287 369 -72 -287 -190 -259 38 -280 -245 0 -288 70 -32 33 0 198 -232 0 160 35 -70 0 0 0 0 116 0 0 -232 238 0 0 156 0 0 20 -115 0 0 0 0 0 0 -84 100 0 17 0 81 0 0 0 0 0 19 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 -72 99 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
-180 -315 132 396 44 308 215 -258 41 0 378 -74 0 -195 -266 39 -287 -252 0 0 72 -33 34 0 204 0 0 165 36 -72 0 150 288 31 0 0 0 0 0 0 140 0 0 207 21 -120 0 0 207 100 0 -84 0 105 0 0 0 0 0 0 -153 0 0 0 15 17 0 24 0 126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 0 0
-184 -322 135 405 0 0 220 -264 42 -294 387 0 -294 -200 -273 40 -294 -259 0 -296 74 -34 35 0 210 -240 0 0 37 -74 0 155 297 32 120 189 132 0 0 0 145 162 0 216 22 0 0 207 0 104 0 -88 0 0 0 0 0 84 36 0 0 -10 0 0 16 18 -104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -80 -24 0 0 0 0 0 0 0 -16 0 0 9 0 8 0 0 0
-188 -329 138 414 45 315 0 -270 43 -301 396 -76 -301 -205 -280 41 0 -266 0 0 76 -35 36 0 0 -248 0 0 38 0 0 160 306 33 0 0 136 0 0 0 150 0 0 225 0 0 0 0 216 108 108 -92 0 0 0 0 0 0 38 0 -162 0 0 20 17 0 0 27 0 135 0 15 0 0 0 0 0 0 -28 -80 0 0 0 0 0 0 0 -6 0 0 0 0 0 9 0 0 0 0 0 0
-192 -336 141 423 46 322 225 -276 0 -308 0 0 -308 -210 -287 42 -301 -273 0 -304 78 -36 37 0 0 -256 0 0 0 0 0 165 0 34 124 0 140 0 245 0 0 168 0 0 0 -125 0 216 225 0 0 0 0 110 0 18 -92 87 0 0 -171 -11 0 21 0 0 0 0 60 0 0 0 0 0 0 0 0 52 0 0 0 -36 0 0 0 0 0 -12 0 0 0 0 0 12 0 0 0 0 0 0
-196 -343 144 432 47 329 230 0 44 -315 405 -78 0 -215 -294 43 0 -280 0 -312 80 -37 38 0 216 -264 0 170 39 -76 0 170 0 35 128 196 0 -240 252 0 0 0 0 234 23 -130 0 0 234 112 114 0 0 115 0 0 0 90 40 0 0 -12 0 0 18 19 0 30 0 0 0 0 0 0 0 0 0 0 0 -88 108 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0
-200 -350 147 441 48 336 235 -282 45 -322 414 -80 -315 -220 -301 44 -308 -287 0 -320 0 -38 39 0 222 -272 0 175 0 0 0 175 0 0 132 203 0 -248 0 0 155 174 0 243 24 -135 0 225 0 116 120 -96 0 120 0 0 0 0 0 0 0 0 0 22 0 0 0 0 63 144 0 16 -48 0 0 0 0 0 0 0 117 0 -88 -28 30 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
-204 -357 150 450 49 343 240 0 46 -329 423 -82 -322 -225 -308 45 -315 0 0 0 82 -39 0 0 228 -280 0 180 40 -78 0 180 0 36 136 210 0 -256 0 0 160 0 0 252 0 -140 0 234 243 120 126 -100 0 125 0 0 0 93 42 0 0 -13 0 0 0 20 -112 0 0 0 0 17 -52 0 0 0 0 0 0 0 0 -45 0 -32 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
-208 -364 153 459 50 350 245 0 0 0 432 -84 0 -230 -315 46 -322 0 0 0 84 -40 40 0 234 0 0 185 41 -80 0 185 315 37 140 217 144 0 259 0 165 180 0 0 25 0 0 243 252 0 0 -104 0 0 0 19 -96 96 0 0 -180 -14 0 0 19 0 -120 0 66 153 0 0 0 0 0 0 0 56 0 0 0 -54 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-212 -371 156 468 0 357 250 -288 47 -336 0 -86 -329 -235 -322 47 -329 -294 0 0 0 -41 41 0 240 -288 0 190 42 -82 0 0 0 38 0 0 0 0 266 0 170 186 0 0 26 -145 0 0 261 124 0 0 -88 0 0 0 0 0 44 0 0 -15 0 0 0 21 0 0 0 0 0 18 0 -50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-216 -378 159 477 51 364 255 -294 48 -343 441 -88 -336 0 -329 48 -336 -301 0 -328 86 0 42 0 0 -296 0 195 43 -84 0 190 324 39 144 224 0 -264 273 0 175 0 0 261 0 0 0 0 270 128 132 0 -92 0 0 20 0 99 46 0 0 -16 0 0 20 22 -128 0 0 0 0 0 -56 -55 0 0 0 0 -32 0 0 0 0 0 0 -15 0 0 0 18 0 0 0 0 0 0 0 0 0 0
-220 -385 162 486 52 371 260 -300 49 -350 0 -90 -343 -240 -336 49 -343 -308 0 -336 0 -42 43 0 246 -304 0 0 0 -86 0 195 333 40 148 0 148 0 280 0 0 0 0 0 0 0 0 0 0 0 0 -108 0 0 0 0 -100 0 0 0 0 -17 0 0 21 0 0 33 0 162 0 19 0 0 0 0 0 0 -36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-224 -392 165 495 53 378 265 -306 50 -357 450 -92 -350 -245 -343 50 0 -315 0 -344 0 -43 0 0 252 -312 0 200 44 -88 0 200 342 41 0 231 0 -272 0 0 180 0 0 0 27 -150 0 0 0 0 0 -112 -96 130 0 21 0 102 0 0 0 0 0 0 0 23 -136 36 0 0 0 0 0 -60 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 0 0 0 0 0 0 0 0 0 0 0 0
-228 -399 168 504 54 385 270 -312 51 -364 459 -94 -357 -250 0 51 -350 -322 0 -352 0 -44 0 0 258 0 0 0 45 -90 0 0 351 42 152 238 0 -280 0 0 0 0 0 0 28 0 0 252 0 132 0 0 0 135 0 0 0 105 48 0 -189 0 0 0 0 24 -144 0 69 171 0 0 -60 0 0 0 0 60 0 0 126 0 -96 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0
-232 -406 171 513 55 392 275 -318 52 -371 0 -96 -364 -255 0 52 0 0 0 -360 88 -45 44 0 0 -320 0 0 46 -92 0 0 360 0 156 0 152 -288 287 0 185 192 0 0 29 -155 0 261 0 136 138 -116 -100 0 0 0 0 0 0 0 0 -18 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0
-236 -413 174 522 56 399 280 -324 53 -378 468 -98 -371 -260 -350 53 -357 -329 0 -368 90 -46 45 0 264 0 0 205 47 -94 0 205 0 43 0 0 156 -296 294 0 190 0 0 270 30 -160 0 270 279 140 0 0 0 0 0 0 -104 0 0 0 -198 0 0 23 0 26 -152 0 0 180 0 0 0 0 0 0 0 0 0 0 0 0 0 -36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-240 -420 177 531 57 406 285 -330 54 0 477 0 -378 -265 -357 54 -364 -336 0 0 0 -47 0 0 270 -328 0 210 48 -96 0 210 369 44 0 245 160 -304 301 0 0 0 0 0 0 -165 0 0 0 144 0 -120 0 140 0 22 0 0 50 0 0 0 0 24 22 0 -160 0 0 189 0 0 0 -65 0 0 0 0 0 0 0 -63 0 -40 0 -20 0 0 40 0 0 0 0 0 0 0 0 0 0 0
-244 -427 180 540 58 413 290 -336 0 0 486 -100 -385 -270 -364 55 0 -343 0 -376 92 -48 46 0 276 -336 0 215 0 0 0 215 378 0 160 252 164 0 308 0 0 0 0 279 31 0 0 0 288 148 0 -124 0 145 0 23 -108 0 0 0 -207 -19 0 0 0 27 0 39 0 0 0 0 0 0 0 0 0 0 -40 0 0 0 0 -44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
