1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
222 108 -231 -198 -198 -68 -1 210 -1 203 145 -182 -130 -1 171 -1 -92 -1 14 -1 168 -81 -1 -1 -7 18 -1 -1 -1 -1
228 111 -238 -204 -204 -70 -150 217 66 210 -1 -189 -135 161 -1 119 -1 -1 -1 45 176 -1 -56 -1 -1 -1 -1 -1 -1 -1
234 114 -245 -1 -210 -72 -155 224 69 -1 -1 -196 -140 -1 180 126 -1 51 -1 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1
240 117 -252 -210 -216 -74 -160 231 -1 217 150 -1 -1 -1 -1 -1 -96 -1 -1 -1 184 -90 -1 -1 -1 -1 -1 -1 -1 -1
246 120 -259 -216 -222 -76 -165 238 72 224 -1 -203 -145 168 -1 133 -100 -1 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
252 123 -266 -222 -228 -78 -170 245 75 231 155 -210 -150 -1 -1 -1 -104 54 -1 -1 -1 -1 -1 -44 -1 -1 -1 -1 -1 -1
258 126 -273 -228 -234 -1 -175 252 78 -1 160 -217 -155 -1 -1 -1 -108 -1 -1 48 192 -1 -1 -1 -1 -1 -1 -1 -1 -1
264 129 -1 -234 -240 -80 -1 -1 -1 238 -1 -1 -160 -1 -1 -1 -112 -1 -1 51 200 -1 -1 -48 -8 -1 -1 -1 -1 -1
270 132 -280 -240 -246 -82 -180 259 -1 245 -1 -1 -1 -1 189 -1 -1 -1 -1 -1 208 -1 -64 -1 -1 -1 -1 -1 -1 -1
276 135 -287 -246 -252 -84 -185 266 81 -1 165 -224 -1 175 198 -1 -116 -1 -1 -1 216 -1 -1 -1 -1 -1 -27 -1 -1 -1
282 138 -294 -252 -258 -86 -190 -1 84 -1 170 -231 -1 182 -1 140 -120 57 -1 -1 -1 -1 -1 -52 -1 -1 -1 -1 -1 -1
288 141 -301 -258 -264 -1 -195 273 -1 -1 175 -1 -1 189 -1 147 -1 -1 16 54 224 -99 -72 -56 -1 -1 -1 -1 -1 -1
294 144 -308 -264 -270 -1 -1 280 87 252 -1 -238 -1 196 207 -1 -1 -1 -1 57 232 -1 -1 -1 -1 -1 -1 -1 -1 -1
300 147 -315 -270 -276 -88 -200 287 -1 -1 180 -245 -1 203 216 154 -1 -1 -1 -1 -1 -1 -1 -60 -1 -1 -1 -1 -1 27
306 150 -322 -276 -282 -90 -205 294 90 259 -1 -1 -165 210 -1 161 -1 60 17 -1 -1 -1 -80 -1 -1 -1 -1 -1 -1 -1
312 153 -329 -282 -1 -92 -1 301 93 266 185 -252 -170 217 225 -1 -124 63 -1 -1 -1 -1 -1 -1 -1 -1 -1 10 -1 -1
318 156 -1 -288 -1 -94 -1 308 96 273 190 -259 -1 224 234 168 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
324 159 -336 -294 -288 -96 -210 315 99 280 195 -266 -1 231 -1 175 -1 -1 -1 -1 -1 -1 -1 -64 -1 -1 -1 -1 -1 -1
330 162 -343 -300 -294 -98 -215 322 102 287 -1 -273 -175 238 243 182 -128 -1 18 60 -1 -1 -1 -1 -9 -1 -1 -1 -1 -1
336 165 -350 -306 -300 -1 -1 -1 105 294 200 -1 -180 -1 252 189 -1 -1 -1 -1 -1 -108 -88 -1 -1 -1 -1 -1 -1 -1
342 168 -357 -312 -306 -100 -220 329 108 301 205 -280 -1 245 261 196 -132 -1 -1 63 240 -1 -1 -1 -1 -1 -1 -1 -1 -1
348 171 -364 -318 -312 -102 -1 336 111 308 -1 -287 -185 252 -1 -1 -1 66 -1 -1 -1 -1 -1 -1 -10 -1 -30 -1 -1 -1
354 174 -371 -324 -1 -104 -225 343 114 -1 210 -294 -190 -1 270 -1 -1 -1 -1 -1 -1 -117 -1 -68 -1 -1 -33 12 -1 -1
360 177 -378 -1 -318 -106 -1 -1 117 315 215 -301 -195 259 -1 203 -1 69 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1
366 180 -385 -330 -1 -108 -230 350 120 322 220 -1 -200 266 -1 210 -136 72 -1 -1 -1 -126 -1 -76 -1 -1 -1 -1 -1 -1
372 183 -392 -336 -324 -110 -235 -1 123 -1 225 -1 -205 273 -1 217 -1 -1 -1 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1 -1
378 186 -399 -342 -330 -1 -240 -1 126 -1 -1 -308 -1 280 -1 224 -1 75 -1 -1 -1 -135 -1 -1 -1 -1 -1 -1 -1 -1
384 189 -406 -348 -1 -112 -245 -1 129 329 230 -1 -1 -1 279 231 -140 78 -1 -1 248 -144 -104 -1 -11 27 -1 -1 -1 -1
390 192 -413 -354 -336 -1 -1 357 132 336 235 -315 -210 287 288 238 -144 -1 -1 66 -1 -1 -112 -1 -12 -1 -1 -1 -1 -1
396 195 -420 -360 -342 -114 -1 364 -1 -1 240 -1 -1 294 297 -1 -148 -1 -1 69 256 -153 -120 -80 -1 -1 -36 -1 -1 -1
402 198 -427 -366 -348 -116 -250 371 135 -1 245 -1 -215 301 306 245 -1 -1 -1 72 264 -1 -1 -1 -1 -1 -1 -1 -1 -1
408 201 -434 -372 -354 -1 -255 378 138 343 250 -322 -220 308 315 252 -152 81 -1 75 -1 -1 -128 -1 -1 -1 -1 -1 -1 -1
414 204 -441 -1 -360 -1 -260 -1 141 -1 255 -329 -225 315 324 -1 -1 84 19 78 272 -1 -1 -1 -1 -1 -1 -1 -1 -1
420 207 -448 -378 -366 -1 -265 -1 144 350 -1 -336 -230 -1 333 -1 -156 -1 -1 -1 280 -1 -136 -1 -1 -1 -1 -1 -1 -1
426 210 -455 -1 -372 -1 -270 385 147 357 -1 -1 -1 322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
432 213 -462 -1 -378 -118 -275 392 150 364 260 -1 -235 329 342 -1 -160 87 -1 81 -1 -1 -1 -1 -13 36 -1 -1 -1 -1
438 216 -469 -384 -384 -120 -280 399 -1 371 265 -1 -240 336 351 259 -1 90 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
444 219 -476 -390 -390 -122 -285 406 153 378 270 -343 -245 -1 360 -1 -1 -1 -1 84 -1 -162 -144 -1 -1 -1 -1 -1 -1 -1
450 222 -483 -396 -396 -124 -1 413 156 385 -1 -350 -250 -1 369 -1 -164 -1 21 -1 288 -1 -1 -1 -1 -1 -39 -1 -1 -1
456 225 -490 -402 -402 -126 -290 -1 -1 -1 275 -357 -1 -1 378 -1 -168 -1 -1 -1 -1 -1 -152 -1 -1 -1 -1 -1 -1 -1
462 228 -497 -408 -408 -128 -295 420 159 -1 280 -1 -255 -1 -1 -1 -1 93 -1 -1 296 -171 -1 -1 -1 -1 -1 -1 -1 -1
468 231 -504 -414 -414 -1 -300 -1 162 392 285 -364 -260 343 -1 -1 -172 96 22 -1 -1 -1 -1 -1 -14 45 -1 -1 -1 -1
474 234 -511 -420 -420 -1 -305 -1 165 -1 290 -1 -265 350 387 266 -176 -1 -1 87 -1 -1 -160 -1 -1 54 -1 -1 -1 -1
480 237 -518 -426 -426 -130 -1 427 168 399 295 -371 -270 357 396 273 -180 99 -1 -1 -1 -180 -168 -1 -1 -1 -1 -1 -1 -1
486 240 -525 -1 -432 -132 -310 -1 171 406 -1 -378 -275 364 405 -1 -1 -1 23 90 304 -189 -1 -1 -1 -1 -1 -1 -1 -1
492 243 -532 -432 -1 -1 -315 434 174 -1 300 -385 -1 371 414 280 -184 -1 -1 -1 -1 -1 -176 -1 -1 -1 -1 -1 -1 -1
498 246 -539 -438 -438 -134 -320 441 177 413 305 -1 -1 -1 -1 -1 -1 102 24 93 -1 -198 -1 -84 -1 -1 -42 -1 -1 -1
504 249 -546 -444 -444 -136 -325 448 180 420 310 -392 -280 378 423 -1 -188 -1 25 -1 -1 -207 -1 -88 -1 63 -1 -1 -1 -1
510 252 -553 -450 -450 -138 -1 455 183 -1 -1 -1 -285 -1 432 287 -1 105 -1 96 312 -216 -1 -92 -1 -1 -1 14 -1 -1
516 255 -560 -456 -1 -140 -330 462 186 427 -1 -399 -1 385 441 -1 -192 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
522 258 -567 -462 -456 -142 -335 469 189 434 315 -406 -290 392 450 -1 -1 108 -1 -1 -1 -225 -184 -1 -1 -1 -45 -1 -1 -1
528 261 -574 -468 -462 -144 -340 476 192 441 -1 -1 -1 399 -1 294 -1 -1 -1 -1 320 -234 -1 -1 -15 -1 -1 -1 -1 -1
534 264 -581 -474 -1 -146 -345 483 195 448 320 -1 -295 -1 459 301 -1 -1 -1 99 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1
540 267 -588 -480 -468 -148 -350 490 198 455 325 -1 -1 406 -1 308 -196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
546 270 -595 -486 -474 -1 -355 497 -1 -1 330 -1 -300 -1 -1 315 -200 111 26 -1 -1 -1 -192 -100 -1 -1 -1 -1 -1 -1
552 273 -602 -492 -480 -1 -360 504 201 462 335 -1 -305 -1 -1 322 -1 -1 -1 102 -1 -1 -1 -104 -1 -1 -1 -1 -1 -1
558 276 -609 -498 -486 -150 -365 -1 -1 -1 -1 -413 -310 413 468 -1 -1 114 -1 105 -1 -1 -200 -1 -1 72 -1 -1 -1 -1
564 279 -616 -504 -492 -1 -370 511 204 -1 340 -1 -1 420 477 329 -1 -1 27 -1 -1 -243 -1 -1 -1 81 -1 -1 -1 -1
570 282 -623 -510 -498 -152 -375 -1 207 -1 345 -420 -1 -1 -1 -1 -1 -1 28 108 328 -252 -1 -1 -1 -1 -1 -1 -1 -1
576 285 -630 -516 -504 -154 -380 -1 210 -1 350 -427 -315 427 -1 336 -204 -1 29 111 336 -1 -1 -108 -1 90 -1 16 -1 -1
582 288 -637 -522 -510 -1 -385 518 213 469 355 -434 -320 434 -1 343 -208 -1 -1 114 -1 -261 -208 -1 -1 -1 -1 -1 -1 -1
588 291 -644 -528 -516 -156 -390 -1 216 476 -1 -1 -325 441 -1 350 -1 117 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
594 294 -651 -534 -522 -158 -1 525 -1 483 360 -441 -1 448 486 357 -1 120 -1 -1 344 -1 -1 -112 -1 -1 -48 -1 -1 -1
